,DFIPrices,DFIPricesBittrex,Time,commission,customRewards,idTokenA,idTokenB,reserveA,reserveA/reserveB,reserveB,reserveB/reserveA,symbol,totalLiquidity,rewardLoanPct
126,2.42,2.4034,2021-10-23 20:46:00.142019,0.002,,3.0,0.0,5526101.45452793,2.43147756,2272733.88555777,0.41127255,USDT-DFI,3534641.3728399,
127,9.760465275733145,,2021-10-23 20:46:00.142019,0.002,,7.0,0.0,2393851.41120399,9.84407361,243176.91084763,0.10158396,DOGE-DFI,750690.67112493,
128,0.0124045312419908,,2021-10-23 20:46:00.142019,0.002,,9.0,0.0,18801.07527232,0.01247894,1506623.37538768,80.13495789,LTC-DFI,164813.05608893,
129,0.0038838067725886,,2021-10-23 20:46:00.142019,0.002,,11.0,0.0,2744.59132729,0.00389206,705176.17658686,256.93303391,BCH-DFI,43664.6782682,
130,2.42,,2021-10-23 20:46:00.142019,0.002,,13.0,0.0,3026993.17884033,2.43034705,1245498.32234622,0.41146386,USDC-DFI,1923708.0198975,
131,0.00059152,,2021-10-23 20:47:00.612734,0.002,,1.0,0.0,7854.38183458,0.00059704,13155425.44978782,1674.91544552,ETH-DFI,321265.23228247,
132,3.961e-05,3.919e-05,2021-10-23 20:47:00.612734,0.002,,2.0,0.0,2326.23920241,3.967e-05,58637405.18555355,25206.95426541,BTC-DFI,369302.72158792,
133,2.42,2.4034,2021-10-23 20:47:00.612734,0.002,,3.0,0.0,5526101.45452793,2.43147756,2272733.88555777,0.41127255,USDT-DFI,3534641.3728399,
134,9.761410160740576,,2021-10-23 20:47:00.612734,0.002,,7.0,0.0,2393851.41120399,9.84407361,243176.91084763,0.10158396,DOGE-DFI,750690.67112493,
135,0.0123918275385324,,2021-10-23 20:47:00.612734,0.002,,9.0,0.0,18801.07527232,0.01247894,1506623.37538768,80.13495789,LTC-DFI,164813.05608893,
136,0.0038838691039817,,2021-10-23 20:47:00.612734,0.002,,11.0,0.0,2744.59132729,0.00389206,705176.17658686,256.93303391,BCH-DFI,43664.6782682,
137,2.42,,2021-10-23 20:47:00.612734,0.002,,13.0,0.0,3026993.17884033,2.43034705,1245498.32234622,0.41146386,USDC-DFI,1923708.0198975,
138,0.00059067,,2021-10-23 20:48:00.944065,0.002,,1.0,0.0,7854.38183458,0.00059704,13155425.44978782,1674.91544552,ETH-DFI,321265.23228247,
139,3.956e-05,3.919e-05,2021-10-23 20:48:00.944065,0.002,,2.0,0.0,2326.23943854,3.967e-05,58637384.61162869,25206.94286243,BTC-DFI,369302.67554257,
140,2.41,2.42792,2021-10-23 20:48:00.944065,0.002,,3.0,0.0,5526101.45452793,2.43147756,2272733.88555777,0.41127255,USDT-DFI,3534641.3728399,
141,9.719740753138751,,2021-10-23 20:48:00.944065,0.002,,7.0,0.0,2393851.41120399,9.84407361,243176.91084763,0.10158396,DOGE-DFI,750690.67112493,
142,0.0123406216396128,,2021-10-23 20:48:00.944065,0.002,,9.0,0.0,18801.07527232,0.01247894,1506623.37538768,80.13495789,LTC-DFI,164813.05608893,
143,0.0038678200580975,,2021-10-23 20:48:00.944065,0.002,,11.0,0.0,2744.59132729,0.00389206,705176.17658686,256.93303391,BCH-DFI,43664.6782682,
144,2.41,,2021-10-23 20:48:00.944065,0.002,,13.0,0.0,3026993.17884033,2.43034705,1245498.32234622,0.41146386,USDC-DFI,1923708.0198975,
145,0.00059067,,2021-10-23 20:49:00.720057,0.002,,1.0,0.0,7854.38183458,0.00059704,13155425.44978782,1674.91544552,ETH-DFI,321265.23228247,
146,3.956e-05,3.919e-05,2021-10-23 20:49:00.720057,0.002,,2.0,0.0,2326.23943854,3.967e-05,58637384.61162869,25206.94286243,BTC-DFI,369302.67554257,
147,2.41,2.42792,2021-10-23 20:49:00.720057,0.002,,3.0,0.0,5526101.45452793,2.43147756,2272733.88555777,0.41127255,USDT-DFI,3534641.3728399,
