,Time,base_name,base_volume,last_price,pool,quote_name,quote_volume,coingeckoVolume
19077,2021-07-06 09:00:39.936106,BCH,17423.6424540094,224.92415772,BCH_DFI,DFI,18699.349458277804,1983687.134505199
19078,2021-07-06 10:00:54.117125,ETH,174514.7913438864,991.41615144,ETH_DFI,DFI,239538.65123412845,1937225.2605943333
19079,2021-07-06 10:00:54.117125,BTC,359200.0171195999,14943.72682978,BTC_DFI,DFI,202995.6873196328,1937225.2605943333
19080,2021-07-06 10:00:54.117125,USDT,229172.10683829003,0.43541574,USDT_DFI,DFI,195980.02199012163,1937225.2605943333
19081,2021-07-06 10:00:54.117125,DOGE,14098.890158859049,0.10256282,DOGE_DFI,DFI,7156.8714038976,1937225.2605943333
19082,2021-07-06 10:00:54.117125,LTC,35174.170451868005,60.75764098,LTC_DFI,DFI,32479.866283672505,1937225.2605943333
19083,2021-07-06 10:00:54.117125,BCH,24821.158473610205,222.38058644,BCH_DFI,DFI,18424.555942554303,1937225.2605943333
19084,2021-07-06 11:02:06.964428,ETH,173970.6014794484,991.41903877,ETH_DFI,DFI,211469.2635337813,1957423.3508384607
19085,2021-07-06 11:02:06.964428,BTC,406890.56101705,14928.96160383,BTC_DFI,DFI,199274.6259782803,1957423.3508384607
19086,2021-07-06 11:02:06.964428,USDT,208084.46721071005,0.43707081,USDT_DFI,DFI,206757.91873925505,1957423.3508384607
19087,2021-07-06 11:02:06.964428,DOGE,14399.090478408496,0.10240588,DOGE_DFI,DFI,7102.4072016442,1957423.3508384607
19088,2021-07-06 11:02:06.964428,LTC,41771.56666360101,60.40397727,LTC_DFI,DFI,27706.66672321361,1957423.3508384607
19089,2021-07-06 11:02:06.964428,BCH,23615.3146595821,222.38058644,BCH_DFI,DFI,18265.035977683703,1957423.3508384607
19090,2021-07-06 13:01:05.264855,ETH,127693.86198825744,1002.28105081,ETH_DFI,DFI,330738.2243427761,1589341.2358078016
19091,2021-07-06 13:01:05.264855,BTC,532215.99738868,14886.5866903,BTC_DFI,DFI,194466.14084158395,1589341.2358078016
19092,2021-07-06 13:01:05.264855,USDT,223879.16890562003,0.43411336,USDT_DFI,DFI,143544.57246938196,1589341.2358078016
19093,2021-07-06 13:01:05.264855,DOGE,7342.821325767794,0.10241325,DOGE_DFI,DFI,7151.558162039,1589341.2358078016
19094,2021-07-06 13:01:05.264855,LTC,41245.01911743881,60.05140971,LTC_DFI,DFI,25918.098846907007,1589341.2358078016
19095,2021-07-06 13:01:05.264855,BCH,11275.384063995,222.55210412,BCH_DFI,DFI,18880.672960119005,1589341.2358078016
19096,2021-07-06 14:02:02.180122,ETH,128966.33887925402,1000.95324256,ETH_DFI,DFI,332235.7296076204,1613614.6105912847
19097,2021-07-06 14:02:02.180122,BTC,506625.20470869006,14885.79790805,BTC_DFI,DFI,181084.61046732208,1613614.6105912847
19098,2021-07-06 14:02:02.180122,USDT,212224.52072001604,0.43583102,USDT_DFI,DFI,152971.8608080971,1613614.6105912847
19099,2021-07-06 14:02:02.180122,DOGE,7272.595712585085,0.10241325,DOGE_DFI,DFI,7182.6518931783,1613614.6105912847
19100,2021-07-06 14:02:02.180122,LTC,40807.31292413701,60.05140967,LTC_DFI,DFI,26005.37623319791,1613614.6105912847
19101,2021-07-06 14:02:02.180122,BCH,11210.71529178,222.55210412,BCH_DFI,DFI,18962.762842554304,1613614.6105912847
19102,2021-07-06 15:01:06.036871,ETH,129487.48240624242,1000.95868723,ETH_DFI,DFI,330685.4597164981,1461411.0352098916
19103,2021-07-06 15:01:06.036871,BTC,519763.30785385,14885.0619323,BTC_DFI,DFI,186705.403363991,1461411.0352098916
19104,2021-07-06 15:01:06.036871,USDT,198097.97010167,0.43582989,USDT_DFI,DFI,156474.71601731598,1461411.0352098916
19105,2021-07-06 15:01:06.036871,DOGE,7274.967777741478,0.10241325,DOGE_DFI,DFI,5651.453164839,1461411.0352098916
19106,2021-07-06 15:01:06.036871,LTC,39333.3998849133,60.05452863,LTC_DFI,DFI,25958.548623136005,1461411.0352098916
19107,2021-07-06 15:01:06.036871,BCH,11229.787099179,222.55431294,BCH_DFI,DFI,18887.572960119003,1461411.0352098916
19108,2021-07-06 16:00:49.533466,ETH,126168.56460941762,1000.96531871,ETH_DFI,DFI,332453.79593292886,1419766.5384619809
19109,2021-07-06 16:00:49.533466,BTC,491379.15572387,14887.49167979,BTC_DFI,DFI,185441.4427003552,1419766.5384619809
19110,2021-07-06 16:00:49.533466,USDT,188543.99870645,0.4359964,USDT_DFI,DFI,155339.09133164558,1419766.5384619809
19111,2021-07-06 16:00:49.533466,DOGE,7544.142956096965,0.10229068,DOGE_DFI,DFI,5700.5962358376,1419766.5384619809
19112,2021-07-06 16:00:49.533466,LTC,37483.5883400795,60.05452863,LTC_DFI,DFI,25395.475115989604,1419766.5384619809
19113,2021-07-06 16:00:49.533466,BCH,11154.815166645,222.55431294,BCH_DFI,DFI,13257.803372892002,1419766.5384619809
