,fiatAmount,fiatCurrency,date,cryptoAmount,cryptoCurrency,order
1578,250.0,EUR,2021-09-20T16:50:24.000Z,0.00666577,dBTC,buy
1493,500.0,EUR,2021-09-20T16:50:24.000Z,0.01333153,dBTC,buy
1562,10.0,EUR,2021-09-20T16:50:24.000Z,0.00026663,dBTC,buy
1522,363.95,EUR,2021-09-20T16:50:24.000Z,1935.84204545,dDOGE,buy
1184,150.0,EUR,2021-09-21T15:21:46.000Z,72.4912592,DFI,buy
1487,10.0,EUR,2021-09-21T15:21:46.000Z,4.83275061,DFI,buy
1203,915.68,EUR,2021-09-21T15:21:46.000Z,442.52530817,DFI,buy
50,900.0,EUR,2021-09-21T15:21:46.000Z,434.94755521,DFI,buy
1494,300.0,EUR,2021-09-21T15:21:46.000Z,144.9825184,DFI,buy
1166,50.0,EUR,2021-09-21T15:21:46.000Z,24.16375307,DFI,buy
273,800.0,EUR,2021-09-21T15:21:46.000Z,386.62004908,DFI,buy
906,30.0,EUR,2021-09-21T15:21:46.000Z,14.49825184,DFI,buy
1381,60.0,EUR,2021-09-21T15:21:46.000Z,28.99650368,DFI,buy
580,400.0,EUR,2021-09-21T15:21:46.000Z,193.31002454,DFI,buy
1097,500.0,EUR,2021-09-21T15:21:46.000Z,241.63753067,DFI,buy
1586,4.0,EUR,2021-09-21T15:21:46.000Z,1.93310025,DFI,buy
1606,250.0,EUR,2021-09-21T15:21:46.000Z,120.81876534,DFI,buy
1635,5.0,EUR,2021-09-21T15:21:46.000Z,2.41637531,DFI,buy
1064,200.0,EUR,2021-09-21T15:21:46.000Z,96.65501227,DFI,buy
1664,700.0,EUR,2021-09-21T15:21:46.000Z,338.29254294,DFI,buy
1513,45.71,EUR,2021-09-21T15:21:46.000Z,22.09050305,DFI,buy
397,100.0,EUR,2021-09-21T15:21:46.000Z,48.32750613,DFI,buy
1571,457.08,EUR,2021-09-21T15:21:46.000Z,220.89536504,DFI,buy
1397,90.0,EUR,2021-09-21T15:21:46.000Z,43.49475552,DFI,buy
1429,200.0,EUR,2021-09-21T15:23:08.000Z,0.00538711,dBTC,buy
1564,20.0,EUR,2021-09-21T15:23:08.000Z,22.96433331,dUSDC,buy
1663,100.0,EUR,2021-09-21T15:23:08.000Z,114.82166653,dUSDC,buy
622,100.0,EUR,2021-09-21T15:23:08.000Z,0.00269356,dBTC,buy
1495,300.0,EUR,2021-09-21T15:23:08.000Z,0.00808067,dBTC,buy
150,50.0,EUR,2021-09-21T15:23:08.000Z,0.00134678,dBTC,buy
1720,20.0,EUR,2021-09-22T14:54:22.000Z,9.89007269,DFI,buy
1198,900.0,EUR,2021-09-22T14:54:22.000Z,445.05327123,DFI,buy
697,100.0,EUR,2021-09-22T14:54:22.000Z,49.45036347,DFI,buy
1276,200.0,EUR,2021-09-22T14:54:22.000Z,98.90072694,DFI,buy
1325,41035.56,EUR,2021-09-22T14:54:22.000Z,20292.23357173,DFI,buy
501,750.0,EUR,2021-09-22T14:54:22.000Z,370.87772602,DFI,buy
608,50.0,EUR,2021-09-22T14:54:22.000Z,24.72518173,DFI,buy
1702,18.37,EUR,2021-09-22T14:54:22.000Z,9.08403177,DFI,buy
1213,125.0,EUR,2021-09-22T14:54:22.000Z,61.81295434,DFI,buy
783,250.0,EUR,2021-09-22T14:54:22.000Z,123.62590867,DFI,buy
1697,10.0,EUR,2021-09-22T14:54:22.000Z,4.94503635,DFI,buy
757,30.0,EUR,2021-09-22T14:54:22.000Z,14.83510904,DFI,buy
634,9.18,EUR,2021-09-22T14:54:22.000Z,4.53954337,DFI,buy
907,22.0,EUR,2021-09-22T14:54:22.000Z,10.87907996,DFI,buy
1637,899.0,EUR,2021-09-22T14:54:22.000Z,444.55876759,DFI,buy
954,100.0,EUR,2021-09-22T15:02:06.000Z,0.0027503,dBTC,buy
692,500.0,EUR,2021-09-22T15:02:06.000Z,0.01375148,dBTC,buy
1724,20.0,EUR,2021-09-22T15:02:06.000Z,0.00787812,dETH,buy
1723,20.0,EUR,2021-09-22T15:02:06.000Z,0.00055006,dBTC,buy
609,100.0,EUR,2021-09-23T13:37:08.000Z,47.87850546,DFI,buy
1167,35.0,EUR,2021-09-23T13:37:08.000Z,16.75747691,DFI,buy
1498,200.0,EUR,2021-09-23T13:37:08.000Z,95.75701093,DFI,buy
1246,773.86,EUR,2021-09-23T13:37:08.000Z,370.51260238,DFI,buy
1636,900.0,EUR,2021-09-23T13:37:08.000Z,430.90654917,DFI,buy
1307,918.46,EUR,2021-09-23T13:37:08.000Z,439.74492128,DFI,buy
1698,10.0,EUR,2021-09-23T13:37:08.000Z,4.78785055,DFI,buy
985,5507.04,EUR,2021-09-23T13:37:08.000Z,2636.68844727,DFI,buy
1398,1000.0,EUR,2021-09-23T13:37:08.000Z,478.78505463,DFI,buy
162,50.0,EUR,2021-09-23T13:37:08.000Z,23.93925273,DFI,buy
1579,750.0,EUR,2021-09-23T13:41:26.000Z,0.02003995,dBTC,buy
436,45.88,EUR,2021-09-23T13:41:26.000Z,0.00122591,dBTC,buy
1712,25.0,EUR,2021-09-23T13:41:26.000Z,0.000668,dBTC,buy
623,100.0,EUR,2021-09-23T13:41:26.000Z,0.00267199,dBTC,buy
1726,100.0,EUR,2021-09-24T12:12:59.000Z,50.67128096,DFI,buy
1511,458.18,EUR,2021-09-24T12:12:59.000Z,232.16567509,DFI,buy
1852,91.64,EUR,2021-09-24T12:12:59.000Z,46.43516187,DFI,buy
1730,10.01,EUR,2021-09-24T12:12:59.000Z,5.07219522,DFI,buy
976,800.0,EUR,2021-09-24T12:12:59.000Z,405.37024766,DFI,buy
1327,900.0,EUR,2021-09-24T12:12:59.000Z,456.04152862,DFI,buy
1853,916.35,EUR,2021-09-24T12:12:59.000Z,464.32628306,DFI,buy
610,90.0,EUR,2021-09-24T12:12:59.000Z,45.60415286,DFI,buy
1770,183.27,EUR,2021-09-24T12:12:59.000Z,92.86525661,DFI,buy
910,25.0,EUR,2021-09-24T12:12:59.000Z,12.66782024,DFI,buy
1771,50.0,EUR,2021-09-24T12:12:59.000Z,25.33564048,DFI,buy
1826,30.0,EUR,2021-09-24T12:12:59.000Z,15.20138429,DFI,buy
597,35.0,EUR,2021-09-24T12:12:59.000Z,17.73494834,DFI,buy
1748,10.0,EUR,2021-09-24T12:31:31.000Z,0.0002797,dBTC,buy
1765,183.27,EUR,2021-09-24T12:31:31.000Z,0.00512608,dBTC,buy
1772,50.0,EUR,2021-09-24T12:31:31.000Z,0.00139851,dBTC,buy
1713,20.0,EUR,2021-09-24T12:31:31.000Z,0.0080396,dETH,buy
245,125.0,EUR,2021-09-27T14:45:28.000Z,61.3732539,DFI,buy
330,50.0,EUR,2021-09-27T14:45:28.000Z,24.54930156,DFI,buy
1364,150.0,EUR,2021-09-27T14:45:28.000Z,73.64790468,DFI,buy
1887,61.4,EUR,2021-09-27T14:45:28.000Z,30.14654231,DFI,buy
1109,916.41,EUR,2021-09-27T14:45:28.000Z,449.94450883,DFI,buy
1279,549.85,EUR,2021-09-27T14:45:28.000Z,269.96866924,DFI,buy
1667,100.0,EUR,2021-09-27T14:45:28.000Z,49.09860312,DFI,buy
1924,99.72,EUR,2021-09-27T14:45:28.000Z,48.96112703,DFI,buy
1934,10.0,EUR,2021-09-27T14:45:28.000Z,4.90986031,DFI,buy
728,2900.0,EUR,2021-09-27T14:45:28.000Z,1423.85949042,DFI,buy
816,900.0,EUR,2021-09-27T14:45:28.000Z,441.88742806,DFI,buy
1954,137.47,EUR,2021-09-27T14:45:28.000Z,67.49584971,DFI,buy
1136,91.64,EUR,2021-09-27T14:45:28.000Z,44.9939599,DFI,buy
1572,458.21,EUR,2021-09-27T14:45:28.000Z,224.97470935,DFI,buy
1257,200.0,EUR,2021-09-27T14:45:28.000Z,98.19720624,DFI,buy
1294,27.17,EUR,2021-09-27T14:45:28.000Z,13.34009047,DFI,buy
51,500.0,EUR,2021-09-27T14:45:28.000Z,245.49301559,DFI,buy
625,100.0,EUR,2021-09-27T14:46:13.000Z,0.00267717,dBTC,buy
152,25.0,EUR,2021-09-27T14:46:13.000Z,0.00941155,dETH,buy
506,30.0,EUR,2021-09-27T14:46:13.000Z,0.00080315,dBTC,buy
1709,900.0,EUR,2021-09-27T14:46:13.000Z,0.02409454,dBTC,buy
1951,50.0,EUR,2021-09-27T14:46:13.000Z,0.00133859,dBTC,buy
1935,10.0,EUR,2021-09-27T14:46:13.000Z,0.00026772,dBTC,buy
1821,50.0,EUR,2021-09-27T14:46:13.000Z,0.01882309,dETH,buy
1948,458.21,EUR,2021-09-27T14:46:13.000Z,0.01226706,dBTC,buy
463,500.0,EUR,2021-09-27T14:46:13.000Z,0.01338585,dBTC,buy
1825,20.0,EUR,2021-09-27T14:46:13.000Z,0.00053543,dBTC,buy
909,25.0,EUR,2021-09-28T16:20:31.000Z,12.87540901,DFI,buy
1747,10.0,EUR,2021-09-28T16:20:31.000Z,5.1501636,DFI,buy
28,137.6,EUR,2021-09-28T16:20:31.000Z,70.8662512,DFI,buy
753,500.0,EUR,2021-09-28T16:20:31.000Z,257.50818022,DFI,buy
887,50.0,EUR,2021-09-28T16:20:31.000Z,25.75081802,DFI,buy
1231,25000.0,EUR,2021-09-28T16:20:31.000Z,12875.40901107,DFI,buy
1479,5000.0,EUR,2021-09-28T16:20:31.000Z,2575.08180221,DFI,buy
1854,917.32,EUR,2021-09-28T16:20:31.000Z,472.43480776,DFI,buy
1879,875.0,EUR,2021-09-28T16:20:31.000Z,450.63931539,DFI,buy
1993,11.0,EUR,2021-09-28T16:20:31.000Z,5.66517996,DFI,buy
1400,20000.0,EUR,2021-09-28T16:20:31.000Z,10300.32720886,DFI,buy
52,900.0,EUR,2021-09-28T16:20:31.000Z,463.5147244,DFI,buy
467,100.0,EUR,2021-09-28T16:20:31.000Z,51.50163604,DFI,buy
1936,10.0,EUR,2021-09-28T16:24:09.000Z,0.00401469,dETH,buy
2002,458.85,EUR,2021-09-28T16:24:09.000Z,524.78312656,dUSDC,buy
1255,2500.0,EUR,2021-09-28T16:24:09.000Z,0.06984724,dBTC,buy
1992,50.0,EUR,2021-09-28T16:24:09.000Z,0.39684825,dLTC,buy
959,50.0,EUR,2021-09-28T16:24:09.000Z,0.00139694,dBTC,buy
1956,30.0,EUR,2021-09-28T16:24:09.000Z,0.00083817,dBTC,buy
1766,550.39,EUR,2021-09-28T16:24:09.000Z,0.01537729,dBTC,buy
1218,137.6,EUR,2021-09-28T16:24:09.000Z,0.05524208,dETH,buy
1998,840.61,EUR,2021-09-28T18:24:10.000Z,0.02348572,dBTC,buy
1230,23000.0,EUR,2021-09-28T18:24:10.000Z,11884.6539517,DFI,buy
1738,100.0,EUR,2021-09-28T18:24:10.000Z,51.67240849,DFI,buy
1040,900.0,EUR,2021-09-28T18:24:10.000Z,465.05167637,DFI,buy
1878,875.0,EUR,2021-09-29T16:05:47.000Z,448.9765955,DFI,buy
2018,91.67,EUR,2021-09-29T16:05:47.000Z,47.03735373,DFI,buy
636,9.17,EUR,2021-09-29T16:05:47.000Z,4.70527472,DFI,buy
1485,20.0,EUR,2021-09-29T16:05:47.000Z,10.26232218,DFI,buy
2026,23.0,EUR,2021-09-29T16:05:47.000Z,11.80167051,DFI,buy
2027,100.0,EUR,2021-09-29T16:05:47.000Z,51.31161091,DFI,buy
1108,916.67,EUR,2021-09-29T16:05:47.000Z,470.35814377,DFI,buy
667,500.0,EUR,2021-09-29T16:05:47.000Z,256.55805457,DFI,buy
2013,200.0,EUR,2021-09-29T16:05:47.000Z,102.62322183,DFI,buy
1737,800.0,EUR,2021-09-29T16:05:47.000Z,410.49288731,DFI,buy
2038,5.0,EUR,2021-09-29T16:05:47.000Z,2.56558055,DFI,buy
53,900.0,EUR,2021-09-29T16:05:47.000Z,461.80449823,DFI,buy
503,375.0,EUR,2021-09-29T16:05:47.000Z,192.41854093,DFI,buy
1510,458.33,EUR,2021-09-29T16:05:47.000Z,235.1765063,DFI,buy
1773,250.0,EUR,2021-09-29T16:07:53.000Z,0.00689739,dBTC,buy
2030,918.32,EUR,2021-09-29T16:07:53.000Z,0.02533603,dBTC,buy
234,400.0,EUR,2021-09-30T16:24:06.000Z,200.04201317,DFI,buy
1399,20100.0,EUR,2021-09-30T16:24:06.000Z,10052.11116189,DFI,buy
1078,50.0,EUR,2021-09-30T16:24:06.000Z,25.00525165,DFI,buy
2039,10.0,EUR,2021-09-30T16:24:06.000Z,5.00105033,DFI,buy
2078,900.0,EUR,2021-09-30T16:24:06.000Z,450.09452964,DFI,buy
2063,7.0,EUR,2021-09-30T16:24:06.000Z,3.50073523,DFI,buy
2066,918.65,EUR,2021-09-30T16:24:06.000Z,459.4214885,DFI,buy
2028,500.0,EUR,2021-09-30T16:24:06.000Z,250.05251646,DFI,buy
259,150.0,EUR,2021-09-30T16:24:06.000Z,75.01575494,DFI,buy
20,300.0,EUR,2021-09-30T16:24:06.000Z,150.03150988,DFI,buy
1732,100.0,EUR,2021-09-30T16:24:06.000Z,50.01050329,DFI,buy
163,200.0,EUR,2021-09-30T16:24:06.000Z,100.02100659,DFI,buy
1938,700.0,EUR,2021-09-30T16:24:06.000Z,350.07352305,DFI,buy
1827,15.0,EUR,2021-09-30T16:24:06.000Z,7.50157549,DFI,buy
274,800.0,EUR,2021-09-30T16:24:06.000Z,400.08402634,DFI,buy
438,45.93,EUR,2021-09-30T16:32:45.000Z,0.00122341,dBTC,buy
1955,15.0,EUR,2021-09-30T16:32:45.000Z,0.00039955,dBTC,buy
1089,50.0,EUR,2021-09-30T16:32:45.000Z,56.89742061,dUSDT,buy
2037,20.0,EUR,2021-09-30T16:32:45.000Z,0.00053273,dBTC,buy
1820,250.0,EUR,2021-09-30T16:32:45.000Z,0.09625099,dETH,buy
686,91.87,EUR,2021-09-30T16:32:45.000Z,0.00244709,dBTC,buy
2052,45932.66,EUR,2021-09-30T16:55:15.000Z,22968.20570876,DFI,buy
2059,13.0,EUR,2021-09-30T16:55:15.000Z,6.50053087,DFI,buy
1280,553.42,EUR,2021-10-01T15:12:31.000Z,259.03671578,DFI,buy
1952,2000.0,EUR,2021-10-01T15:12:31.000Z,936.13066308,DFI,buy
1154,300.0,EUR,2021-10-01T15:12:31.000Z,140.41959946,DFI,buy
1391,500.0,EUR,2021-10-01T15:12:31.000Z,234.03266577,DFI,buy
2092,50.0,EUR,2021-10-01T15:12:31.000Z,23.40326658,DFI,buy
1256,700.0,EUR,2021-10-01T15:12:31.000Z,327.64573208,DFI,buy
2088,92.24,EUR,2021-10-01T15:12:31.000Z,43.17434618,DFI,buy
911,25.0,EUR,2021-10-01T15:12:31.000Z,11.70163329,DFI,buy
2079,200.0,EUR,2021-10-01T15:12:31.000Z,93.61306631,DFI,buy
596,35.0,EUR,2021-10-01T15:12:31.000Z,16.3822866,DFI,buy
2070,184.47,EUR,2021-10-01T15:12:31.000Z,86.34401171,DFI,buy
2077,900.0,EUR,2021-10-01T15:12:31.000Z,421.25879838,DFI,buy
2099,461.06,EUR,2021-10-01T15:22:34.000Z,0.01126639,dBTC,buy
2011,345.0,EUR,2021-10-01T15:22:34.000Z,0.00843037,dBTC,buy
2076,700.0,EUR,2021-10-04T16:13:01.000Z,335.45386466,DFI,buy
1727,200.0,EUR,2021-10-04T16:13:01.000Z,95.84396133,DFI,buy
1640,900.0,EUR,2021-10-04T16:13:01.000Z,431.29782599,DFI,buy
329,50.0,EUR,2021-10-04T16:13:01.000Z,23.96099033,DFI,buy
1987,300.0,EUR,2021-10-04T16:13:01.000Z,143.765942,DFI,buy
1979,20.0,EUR,2021-10-04T16:13:01.000Z,9.58439613,DFI,buy
598,7500.0,EUR,2021-10-04T16:13:01.000Z,3594.14854996,DFI,buy
2118,9.22,EUR,2021-10-04T16:13:01.000Z,4.41840662,DFI,buy
2062,899.0,EUR,2021-10-04T16:13:01.000Z,430.81860619,DFI,buy
2054,7374.42,EUR,2021-10-04T16:13:01.000Z,3533.96812664,DFI,buy
977,800.0,EUR,2021-10-04T16:13:01.000Z,383.37584533,DFI,buy
913,25.0,EUR,2021-10-04T16:13:01.000Z,11.98049517,DFI,buy
1857,922.22,EUR,2021-10-04T16:13:01.000Z,441.9460901,DFI,buy
470,10.0,EUR,2021-10-04T16:13:01.000Z,4.79219807,DFI,buy
202,500.0,EUR,2021-10-04T16:13:01.000Z,239.60990333,DFI,buy
424,21.0,EUR,2021-10-04T16:13:01.000Z,10.06361594,DFI,buy
2137,15.0,EUR,2021-10-04T16:13:01.000Z,7.1882971,DFI,buy
1002,104.48,EUR,2021-10-04T16:13:01.000Z,50.0688854,DFI,buy
507,1844.13,EUR,2021-10-04T16:13:01.000Z,883.74362206,DFI,buy
219,100.0,EUR,2021-10-04T16:13:01.000Z,47.92198067,DFI,buy
1066,50.0,EUR,2021-10-04T16:14:45.000Z,0.01721203,dETH,buy
2132,46.11,EUR,2021-10-04T16:14:45.000Z,0.00111593,dBTC,buy
1983,20.0,EUR,2021-10-04T16:14:45.000Z,0.00048403,dBTC,buy
2115,285.0,EUR,2021-10-04T16:14:45.000Z,1464.0982013,dDOGE,buy
2053,46071.69,EUR,2021-10-04T16:41:07.000Z,22111.51137723,DFI,buy
1986,20.0,EUR,2021-10-04T16:41:28.000Z,0.00691327,dETH,buy
2103,900.0,EUR,2021-10-05T15:39:57.000Z,418.80415235,DFI,buy
508,1851.92,EUR,2021-10-05T15:39:57.000Z,861.76865091,DFI,buy
1281,555.58,EUR,2021-10-05T15:39:57.000Z,258.53245662,DFI,buy
1077,50.0,EUR,2021-10-05T15:39:57.000Z,23.26689735,DFI,buy
2114,600.0,EUR,2021-10-05T15:39:57.000Z,279.20276823,DFI,buy
1402,19000.0,EUR,2021-10-05T15:39:57.000Z,8841.42099404,DFI,buy
2164,500.0,EUR,2021-10-05T15:39:57.000Z,232.66897353,DFI,buy
1003,200.0,EUR,2021-10-05T15:39:57.000Z,93.06758941,DFI,buy
2185,850.0,EUR,2021-10-05T15:39:57.000Z,395.537255,DFI,buy
2101,300.0,EUR,2021-10-05T15:39:57.000Z,139.60138412,DFI,buy
2031,925.85,EUR,2021-10-05T15:48:24.000Z,0.02132553,dBTC,buy
2091,500.0,EUR,2021-10-05T15:48:24.000Z,0.01151673,dBTC,buy
958,50.0,EUR,2021-10-05T15:48:24.000Z,0.00115167,dBTC,buy
2186,8.54,EUR,2021-10-05T15:48:24.000Z,37.29271167,dDOGE,buy
509,1850.36,EUR,2021-10-06T15:43:05.000Z,822.4177887,DFI,buy
2187,500.0,EUR,2021-10-06T15:43:05.000Z,222.23183291,DFI,buy
2190,110.0,EUR,2021-10-06T15:43:05.000Z,48.89100324,DFI,buy
1711,900.0,EUR,2021-10-06T15:43:05.000Z,400.01729925,DFI,buy
2198,25.0,EUR,2021-10-06T15:43:05.000Z,11.11159165,DFI,buy
2168,250.0,EUR,2021-10-06T15:43:05.000Z,111.11591646,DFI,buy
2181,150.0,EUR,2021-10-06T15:43:05.000Z,66.66954987,DFI,buy
2135,9222.21,EUR,2021-10-06T15:43:05.000Z,4098.93726365,DFI,buy
246,175.0,EUR,2021-10-06T15:43:05.000Z,77.78114152,DFI,buy
1538,50.0,EUR,2021-10-06T15:43:05.000Z,22.22318329,DFI,buy
637,9.25,EUR,2021-10-06T15:43:05.000Z,4.11128891,DFI,buy
754,300.0,EUR,2021-10-06T15:43:05.000Z,133.33909975,DFI,buy
1110,925.18,EUR,2021-10-06T15:43:05.000Z,411.20889435,DFI,buy
1001,200.0,EUR,2021-10-06T15:43:05.000Z,88.89273317,DFI,buy
1375,600.0,EUR,2021-10-06T15:43:05.000Z,266.6781995,DFI,buy
1478,5000.0,EUR,2021-10-06T15:43:05.000Z,2222.31832915,DFI,buy
1855,927.68,EUR,2021-10-06T15:43:05.000Z,412.32005352,DFI,buy
2218,200.0,EUR,2021-10-06T15:46:02.000Z,0.00420766,dBTC,buy
1774,250.0,EUR,2021-10-06T15:46:02.000Z,0.00525957,dBTC,buy
2180,300.0,EUR,2021-10-06T15:46:02.000Z,0.00631149,dBTC,buy
2200,100.0,EUR,2021-10-07T16:18:11.000Z,45.89875453,DFI,buy
880,900.0,EUR,2021-10-07T16:18:11.000Z,413.08879077,DFI,buy
2223,150.0,EUR,2021-10-07T16:18:11.000Z,68.8481318,DFI,buy
1401,4500.0,EUR,2021-10-07T16:18:11.000Z,2065.44395386,DFI,buy
2165,1000.0,EUR,2021-10-07T16:18:11.000Z,458.9875453,DFI,buy
1828,15.0,EUR,2021-10-07T16:18:11.000Z,6.88481318,DFI,buy
912,25.0,EUR,2021-10-07T16:18:11.000Z,11.47468863,DFI,buy
1512,835.57,EUR,2021-10-07T16:18:11.000Z,383.51622323,DFI,buy
1128,50.0,EUR,2021-10-07T16:18:11.000Z,22.94937727,DFI,buy
164,500.0,EUR,2021-10-07T16:18:11.000Z,229.49377265,DFI,buy
510,1856.82,EUR,2021-10-07T16:18:11.000Z,852.25725387,DFI,buy
2226,50.0,EUR,2021-10-07T16:22:33.000Z,232.00715614,dDOGE,buy
2032,928.29,EUR,2021-10-07T16:22:33.000Z,0.01973022,dBTC,buy
437,46.42,EUR,2021-10-07T16:22:33.000Z,0.00098663,dBTC,buy
1957,15.0,EUR,2021-10-07T16:22:33.000Z,0.00031882,dBTC,buy
2166,1000.0,EUR,2021-10-07T16:22:33.000Z,0.02125437,dBTC,buy
1819,250.0,EUR,2021-10-07T16:22:33.000Z,0.0796163,dETH,buy
2257,25.0,EUR,2021-10-08T15:42:04.000Z,11.42455613,DFI,buy
813,27.8,EUR,2021-10-08T15:42:04.000Z,12.70410642,DFI,buy
2119,463.28,EUR,2021-10-08T15:42:04.000Z,211.71073454,DFI,buy
2170,300.0,EUR,2021-10-08T15:42:04.000Z,137.09467355,DFI,buy
2004,100.0,EUR,2021-10-08T15:42:04.000Z,45.69822452,DFI,buy
1111,926.56,EUR,2021-10-08T15:42:04.000Z,423.42146907,DFI,buy
275,880.0,EUR,2021-10-08T15:42:04.000Z,402.14437574,DFI,buy
1856,925.81,EUR,2021-10-08T15:42:04.000Z,423.07873239,DFI,buy
511,1853.11,EUR,2021-10-08T15:42:04.000Z,846.83836833,DFI,buy
595,35.0,EUR,2021-10-08T15:42:04.000Z,15.99437858,DFI,buy
1081,200.0,EUR,2021-10-08T15:42:04.000Z,91.39644903,DFI,buy
1893,400.0,EUR,2021-10-08T15:42:04.000Z,182.79289806,DFI,buy
2225,10.0,EUR,2021-10-08T15:42:04.000Z,4.56982245,DFI,buy
2270,20.0,EUR,2021-10-08T15:42:04.000Z,9.1396449,DFI,buy
983,46.33,EUR,2021-10-08T15:42:04.000Z,21.17198742,DFI,buy
599,50.0,EUR,2021-10-08T15:42:04.000Z,22.84911226,DFI,buy
938,850.0,EUR,2021-10-08T15:42:04.000Z,388.43490838,DFI,buy
54,900.0,EUR,2021-10-08T15:42:04.000Z,411.28402064,DFI,buy
2144,850.0,EUR,2021-10-08T15:42:19.000Z,0.01788983,dBTC,buy
135,53.0,EUR,2021-10-08T15:42:19.000Z,0.00111548,dBTC,buy
2233,100.0,EUR,2021-10-08T15:42:19.000Z,0.00210469,dBTC,buy
956,200.0,EUR,2021-10-08T15:42:19.000Z,0.00420937,dBTC,buy
2161,50.0,EUR,2021-10-08T15:42:19.000Z,0.00105234,dBTC,buy
1916,400.0,EUR,2021-10-08T15:42:19.000Z,0.00841874,dBTC,buy
2171,350.0,EUR,2021-10-08T16:00:55.000Z,159.90965921,DFI,buy
2237,25.0,EUR,2021-10-08T16:00:55.000Z,11.42211852,DFI,buy
2234,100.0,EUR,2021-10-08T16:04:20.000Z,0.03152263,dETH,buy
2316,463.2,EUR,2021-10-11T16:14:20.000Z,207.57359529,DFI,buy
2136,18556.39,EUR,2021-10-11T16:14:20.000Z,8315.66620862,DFI,buy
915,25.0,EUR,2021-10-11T16:14:20.000Z,11.20323809,DFI,buy
2312,200.0,EUR,2021-10-11T16:14:20.000Z,89.6259047,DFI,buy
59,900.0,EUR,2021-10-11T16:14:20.000Z,403.31657115,DFI,buy
1390,800.0,EUR,2021-10-11T16:14:20.000Z,358.5036188,DFI,buy
2304,350.0,EUR,2021-10-11T16:14:20.000Z,156.84533323,DFI,buy
1477,4100.0,EUR,2021-10-11T16:14:20.000Z,1837.33104636,DFI,buy
1865,926.52,EUR,2021-10-11T16:14:20.000Z,415.20096612,DFI,buy
2290,35.0,EUR,2021-10-11T16:14:20.000Z,15.68453332,DFI,buy
1112,926.4,EUR,2021-10-11T16:14:20.000Z,415.14719057,DFI,buy
1740,500.0,EUR,2021-10-11T16:14:20.000Z,224.06476175,DFI,buy
2203,33500.0,EUR,2021-10-11T16:14:20.000Z,15012.33903732,DFI,buy
514,1852.8,EUR,2021-10-11T16:14:20.000Z,830.29438114,DFI,buy
1895,400.0,EUR,2021-10-11T16:14:20.000Z,179.2518094,DFI,buy
471,35.69,EUR,2021-10-11T16:14:20.000Z,15.99374269,DFI,buy
1551,235.36,EUR,2021-10-11T16:14:20.000Z,105.47176465,DFI,buy
841,125.0,EUR,2021-10-11T16:14:20.000Z,56.01619044,DFI,buy
2172,300.0,EUR,2021-10-11T16:14:20.000Z,134.43885705,DFI,buy
129,50.0,EUR,2021-10-11T16:14:20.000Z,22.40647618,DFI,buy
1342,100.0,EUR,2021-10-11T16:14:20.000Z,44.81295235,DFI,buy
2322,46.32,EUR,2021-10-11T16:14:20.000Z,20.75735953,DFI,buy
2074,100.0,EUR,2021-10-11T16:16:07.000Z,0.00200105,dBTC,buy
821,50.0,EUR,2021-10-11T16:16:07.000Z,0.00100053,dBTC,buy
2301,35.0,EUR,2021-10-11T16:16:07.000Z,0.00070037,dBTC,buy
700,500.0,EUR,2021-10-11T16:16:07.000Z,0.01000525,dBTC,buy
1910,400.0,EUR,2021-10-11T16:16:07.000Z,0.0080042,dBTC,buy
2262,200.0,EUR,2021-10-11T16:16:07.000Z,230.41457219,dUSDC,buy
1412,900.0,EUR,2021-10-11T16:16:07.000Z,0.01800945,dBTC,buy
95,231.93,EUR,2021-10-12T15:05:15.000Z,106.51128717,DFI,buy
2361,250.66,EUR,2021-10-12T15:05:15.000Z,115.1128325,DFI,buy
402,150.0,EUR,2021-10-12T15:05:15.000Z,68.88584088,DFI,buy
1894,400.0,EUR,2021-10-12T15:05:15.000Z,183.69557568,DFI,buy
877,900.0,EUR,2021-10-12T15:05:15.000Z,413.31504528,DFI,buy
2075,100.0,EUR,2021-10-12T15:05:15.000Z,0.03281324,dETH,buy
2315,46.43,EUR,2021-10-12T15:05:15.000Z,21.32246395,DFI,buy
515,1857.01,EUR,2021-10-12T15:05:15.000Z,852.81130249,DFI,buy
2313,50.0,EUR,2021-10-12T15:05:15.000Z,22.96194696,DFI,buy
1543,30.0,EUR,2021-10-12T15:05:15.000Z,13.77716818,DFI,buy
2308,55.0,EUR,2021-10-12T15:05:15.000Z,25.25814166,DFI,buy
2173,350.0,EUR,2021-10-12T15:05:15.000Z,160.73362872,DFI,buy
1148,100.0,EUR,2021-10-12T15:05:15.000Z,45.92389392,DFI,buy
1909,400.0,EUR,2021-10-12T15:05:15.000Z,0.00809218,dBTC,buy
1413,900.0,EUR,2021-10-12T15:05:15.000Z,0.01820741,dBTC,buy
1113,928.5,EUR,2021-10-12T15:05:15.000Z,426.40335505,DFI,buy
1940,800.0,EUR,2021-10-12T15:05:15.000Z,367.39115136,DFI,buy
1864,927.71,EUR,2021-10-12T15:05:15.000Z,426.04055629,DFI,buy
1818,250.0,EUR,2021-10-13T16:17:55.000Z,0.08143235,dETH,buy
1907,450.0,EUR,2021-10-13T16:17:55.000Z,0.00921186,dBTC,buy
1896,450.0,EUR,2021-10-13T16:17:55.000Z,209.35739272,DFI,buy
