,fiatAmount,fiatCurrency,date,cryptoAmount,cryptoCurrency,order
1920,306.00700105967996,EUR,2022-01-21T09:16:56.000Z,306.01,DFI,sell
1919,29.127463846071,EUR,2022-01-21T09:16:56.000Z,29.13,DFI,sell
1917,52.962771286672,EUR,2022-01-21T09:16:56.000Z,52.96,DFI,sell
1916,450.389071403648,EUR,2022-01-21T09:16:56.000Z,450.39,DFI,sell
1926,97.612255667105,EUR,2022-01-21T09:16:56.000Z,97.61,DFI,sell
1925,238.866366432096,EUR,2022-01-21T09:16:56.000Z,238.87,DFI,sell
1918,759.1989227748559,EUR,2022-01-21T09:16:56.000Z,759.2,DFI,sell
7826,15.0,EUR,2022-01-21T09:17:06.728Z,5.8860616,DFI,buy
6879,100.0,EUR,2022-01-21T09:17:06.728Z,39.24041065,DFI,buy
6911,300.0,EUR,2022-01-21T09:17:06.728Z,117.11815187,DFI,buy
7965,850.0,EUR,2022-01-21T09:17:06.728Z,331.83476364,DFI,buy
1354,500.0,EUR,2022-01-21T09:17:06.728Z,196.20205326,DFI,buy
6272,477.05,EUR,2022-01-21T09:17:06.728Z,187.96357729,DFI,buy
7509,900.0,EUR,2022-01-21T09:17:06.728Z,353.16369587,DFI,buy
5342,2000.0,EUR,2022-01-21T09:17:06.728Z,784.80821304,DFI,buy
7901,200.0,EUR,2022-01-21T09:17:06.728Z,78.07876792,DFI,buy
7900,200.0,EUR,2022-01-21T09:17:06.728Z,78.4808213,DFI,buy
7837,899.98,EUR,2022-01-21T09:17:06.728Z,353.15584778,DFI,buy
7388,50.0,EUR,2022-01-21T09:26:07.520Z,55.49263873,dUSDC,buy
8069,25.01,EUR,2022-01-21T09:36:14.863Z,0.01897085,dTSLA,buy
3232,200.0,EUR,2022-01-21T09:46:06.471Z,78.93582886,DFI,buy
8083,95.39,EUR,2022-01-21T09:46:06.471Z,37.30269256,DFI,buy
8025,900.0,EUR,2022-01-21T09:46:06.471Z,354.66753923,DFI,buy
5245,899.0,EUR,2022-01-21T09:46:06.471Z,353.36831993,DFI,buy
6871,250.0,EUR,2022-01-21T09:46:06.471Z,98.5187609,DFI,buy
1469,1000.0,EUR,2022-01-21T09:46:06.471Z,394.67914432,DFI,buy
8023,100.0,EUR,2022-01-21T09:46:06.471Z,39.30682092,DFI,buy
6319,349.01,EUR,2022-01-21T09:46:06.471Z,137.53613096,DFI,buy
1357,25.01,EUR,2022-01-21T09:46:06.471Z,9.78027404,DFI,buy
7533,900.0,EUR,2022-01-21T10:01:05.921Z,995.57973479,dUSDC,buy
8082,500.0,EUR,2022-01-21T10:01:05.921Z,555.36665533,dUSDC,buy
8048,900.0,EUR,2022-01-21T11:06:06.921Z,353.88227582,DFI,buy
8065,400.0,EUR,2022-01-21T11:06:06.921Z,157.28101147,DFI,buy
6306,550.0,EUR,2022-01-21T11:17:06.347Z,0.01565263,dBTC,buy
7546,400.0,EUR,2022-01-21T11:25:06.284Z,0.01140064,dBTC,buy
7755,25.0,EUR,2022-01-21T11:30:10.418Z,9.87982749,DFI,buy
7472,49.99,EUR,2022-01-21T11:30:10.418Z,19.65449557,DFI,buy
7719,900.0,EUR,2022-01-21T11:30:10.418Z,355.6737898,DFI,buy
7754,25.0,EUR,2022-01-21T11:36:07.363Z,9.87886331,DFI,buy
5682,900.0,EUR,2022-01-21T11:43:11.571Z,1018.57935879,dUSDC,buy
4485,900.0,EUR,2022-01-21T11:52:07.710Z,356.67780892,DFI,buy
741,170.0,EUR,2022-01-21T11:52:07.710Z,67.09748532,DFI,buy
3352,478.24,EUR,2022-01-21T11:52:07.710Z,188.75706696,DFI,buy
462,850.0,EUR,2022-01-21T11:52:07.710Z,335.48742662,DFI,buy
8018,400.0,EUR,2022-01-21T11:58:05.547Z,157.56918378,DFI,buy
6757,10.0,EUR,2022-01-21T11:58:05.547Z,3.93922959,DFI,buy
4950,400.0,EUR,2022-01-21T12:11:06.273Z,0.0113739,dBTC,buy
7989,30.0,EUR,2022-01-21T12:11:06.273Z,0.00085654,dBTC,buy
6118,750.0,EUR,2022-01-21T12:16:13.792Z,295.17084774,DFI,buy
7980,400.0,EUR,2022-01-21T12:16:13.792Z,158.06963431,DFI,buy
7624,200.0,EUR,2022-01-21T12:16:13.792Z,78.71222607,DFI,buy
7988,400.0,EUR,2022-01-21T12:28:06.795Z,0.01146195,dBTC,buy
7979,30.0,EUR,2022-01-21T12:35:37.779Z,11.91817855,DFI,buy
1937,797.1525132498,EUR,2022-01-21T12:46:58.000Z,797.15,DFI,sell
1942,6.468583490044001,EUR,2022-01-21T12:46:58.000Z,6.47,DFI,sell
1941,6.712353444951,EUR,2022-01-21T12:46:58.000Z,6.71,DFI,sell
1940,232.71210872919,EUR,2022-01-21T12:46:58.000Z,232.71,DFI,sell
1939,2.3917542672509997,EUR,2022-01-21T12:46:58.000Z,2.39,DFI,sell
1938,144.5496387192,EUR,2022-01-21T12:46:58.000Z,148.03,DFI,sell
1936,825.86106294411,EUR,2022-01-21T12:46:58.000Z,825.86,DFI,sell
1935,11.253609458679998,EUR,2022-01-21T12:46:58.000Z,11.25,DFI,sell
1934,1059.151912099776,EUR,2022-01-21T12:46:58.000Z,1059.15,DFI,sell
1933,600.827563254829,EUR,2022-01-21T12:46:58.000Z,600.83,DFI,sell
1932,122.617849519339,EUR,2022-01-21T12:46:58.000Z,122.62,DFI,sell
1931,24.042452559170002,EUR,2022-01-21T12:46:58.000Z,24.67,DFI,sell
1930,10.689631729745997,EUR,2022-01-21T12:46:58.000Z,10.69,DFI,sell
1943,831.3440984062631,EUR,2022-01-21T12:46:58.000Z,831.34,DFI,sell
1929,253.32482456791996,EUR,2022-01-21T12:46:58.000Z,260.01,DFI,sell
7842,899.0,EUR,2022-01-21T12:51:05.778Z,998.43608341,dUSDT,buy
7382,900.0,EUR,2022-01-21T13:01:05.310Z,995.80546423,dUSDC,buy
7111,1550.0,EUR,2022-01-21T13:47:06.015Z,618.72091098,DFI,buy
7954,900.0,EUR,2022-01-21T13:47:06.015Z,358.70741952,DFI,buy
8034,250.0,EUR,2022-01-21T13:47:06.015Z,99.38637411,DFI,buy
8029,10.0,EUR,2022-01-21T13:47:06.015Z,3.97545496,DFI,buy
376,700.0,EUR,2022-01-21T13:47:06.015Z,278.28184752,DFI,buy
8105,10.0,EUR,2022-01-21T14:07:05.013Z,11.01656456,dUSDC,buy
6447,200.0,EUR,2022-01-21T14:07:05.013Z,221.46584978,dUSDC,buy
7119,1000.0,EUR,2022-01-21T14:19:06.513Z,0.02885595,dBTC,buy
8061,600.0,EUR,2022-01-21T14:25:06.417Z,239.52463426,DFI,buy
7209,168.03,EUR,2022-01-21T14:25:06.417Z,67.07887382,DFI,buy
8096,900.0,EUR,2022-01-21T15:06:07.645Z,355.42549892,DFI,buy
429,260.0,EUR,2022-01-21T15:06:07.645Z,103.20720289,DFI,buy
6228,900.0,EUR,2022-01-21T15:06:07.645Z,358.71986503,DFI,buy
7811,7500.0,EUR,2022-01-21T15:06:07.645Z,2984.7567001,DFI,buy
6552,17.0,EUR,2022-01-21T15:06:07.645Z,6.77581967,DFI,buy
3313,900.0,EUR,2022-01-21T15:06:07.645Z,357.25570232,DFI,buy
8049,900.0,EUR,2022-01-21T16:03:05.494Z,351.93918905,DFI,buy
8085,100.0,EUR,2022-01-21T16:03:05.494Z,39.10435434,DFI,buy
8120,191.25,EUR,2022-01-21T16:03:05.494Z,75.17218106,DFI,buy
8038,10.0,EUR,2022-01-21T16:12:05.580Z,11.06199705,dUSDT,buy
7387,20.0,EUR,2022-01-21T16:17:05.553Z,22.22978337,dUSDC,buy
6935,600.0,EUR,2022-01-21T16:29:05.821Z,0.01706677,dBTC,buy
5577,300.0,EUR,2022-01-21T16:36:06.300Z,117.38952661,DFI,buy
8090,100.0,EUR,2022-01-22T06:08:05.137Z,43.04156728,DFI,buy
6241,2000.0,EUR,2022-01-22T06:08:05.137Z,860.83134558,DFI,buy
2011,3.1401895191479996,EUR,2022-01-24T01:26:57.000Z,3.14,DFI,sell
2028,835.8666161387009,EUR,2022-01-24T01:26:57.000Z,835.87,DFI,sell
1998,2.119081326318,EUR,2022-01-24T01:26:57.000Z,2.17,DFI,sell
1992,36.041305778208,EUR,2022-01-24T01:26:57.000Z,36.9,DFI,sell
1979,276.58984259218397,EUR,2022-01-24T01:26:57.000Z,276.59,DFI,sell
1956,99.28578736784999,EUR,2022-01-24T01:26:57.000Z,99.29,DFI,sell
2027,200.18983652898999,EUR,2022-01-24T01:26:57.000Z,200.19,DFI,sell
1953,144.51251193218002,EUR,2022-01-24T01:26:57.000Z,147.91,DFI,sell
1948,4210.922683098313,EUR,2022-01-24T01:26:57.000Z,4316.39,DFI,sell
2010,215.20068596246497,EUR,2022-01-24T01:26:57.000Z,215.2,DFI,sell
1993,137.44199520292798,EUR,2022-01-24T01:26:57.000Z,140.71,DFI,sell
1950,706.439112663882,EUR,2022-01-24T01:26:57.000Z,724.07,DFI,sell
1694,773.7496942885,EUR,2022-01-24T01:26:57.000Z,798.86,DFI,sell
2018,475.999695482112,EUR,2022-01-24T01:26:57.000Z,476.0,DFI,sell
2021,629.788382133074,EUR,2022-01-24T01:26:57.000Z,629.79,DFI,sell
2017,843.817045703889,EUR,2022-01-24T01:26:57.000Z,843.82,DFI,sell
2022,881.2144247826919,EUR,2022-01-24T01:26:57.000Z,881.21,DFI,sell
2016,245.34440332956396,EUR,2022-01-24T01:26:57.000Z,245.34,DFI,sell
2015,4.280827351724,EUR,2022-01-24T01:26:57.000Z,4.38,DFI,sell
2014,1268.576291119557,EUR,2022-01-24T01:26:57.000Z,1268.58,DFI,sell
2019,105.488174391803,EUR,2022-01-24T01:26:57.000Z,105.49,DFI,sell
2023,130.16654189169398,EUR,2022-01-24T01:26:57.000Z,133.25,DFI,sell
2020,339.076985641584,EUR,2022-01-24T01:26:57.000Z,339.08,DFI,sell
2012,862.201160460195,EUR,2022-01-24T01:26:57.000Z,862.2,DFI,sell
2026,245.91479791782402,EUR,2022-01-24T01:26:57.000Z,245.91,DFI,sell
2013,187.792169236881,EUR,2022-01-24T01:26:57.000Z,187.79,DFI,sell
2024,10.596779182813998,EUR,2022-01-24T01:26:57.000Z,10.85,DFI,sell
2025,1012.797521293812,EUR,2022-01-24T01:26:57.000Z,1036.8,DFI,sell
2339,95.59,EUR,2022-01-24T01:58:06.243Z,42.31422321,DFI,buy
8233,191.17,EUR,2022-01-24T01:58:06.243Z,84.97083953,DFI,buy
8084,191.17,EUR,2022-01-24T01:58:06.243Z,84.19049509,DFI,buy
8257,477.92,EUR,2022-01-24T01:58:06.243Z,211.55783612,DFI,buy
3101,260.41,EUR,2022-01-24T01:58:06.243Z,115.27405446,DFI,buy
7769,95.59,EUR,2022-01-24T02:17:05.625Z,94.53219517,DUSD,buy
8121,167.27,EUR,2022-01-24T02:23:05.203Z,73.73195482,DFI,buy
525,382.33,EUR,2022-01-24T02:23:05.203Z,169.39736713,DFI,buy
6779,669.08,EUR,2022-01-24T02:32:05.128Z,0.0206276,dBTC,buy
8243,850.69,EUR,2022-01-24T05:21:06.006Z,381.4602435,DFI,buy
4081,47.8,EUR,2022-01-24T05:21:06.006Z,21.43412952,DFI,buy
6948,888.92,EUR,2022-01-24T05:21:06.006Z,400.65560193,DFI,buy
2728,95.59,EUR,2022-01-24T05:21:06.006Z,43.08449465,DFI,buy
6270,955.84,EUR,2022-01-24T05:21:06.006Z,433.68707985,DFI,buy
7409,477.92,EUR,2022-01-24T05:21:06.006Z,216.84353992,DFI,buy
1850,95.59,EUR,2022-01-24T05:21:06.006Z,43.08449464,DFI,buy
6857,47.8,EUR,2022-01-24T05:21:06.006Z,21.54450094,DFI,buy
8059,191.17,EUR,2022-01-24T05:21:06.006Z,85.72306569,DFI,buy
7681,955.84,EUR,2022-01-24T05:21:06.006Z,430.81790324,DFI,buy
8220,888.91,EUR,2022-01-24T05:26:05.563Z,399.91524246,DFI,buy
8067,95.59,EUR,2022-01-24T05:36:08.068Z,5.51237995,dPLTR,buy
2749,95.59,EUR,2022-01-24T05:43:05.319Z,0.00300673,dBTC,buy
5859,143.38,EUR,2022-01-24T05:51:05.851Z,0.06411448,dETH,buy
5008,382.34,EUR,2022-01-24T05:57:04.980Z,172.1859486,DFI,buy
6099,95.59,EUR,2022-01-24T06:25:05.926Z,43.02937963,DFI,buy
3189,2000.0,EUR,2022-01-24T07:22:05.453Z,895.11201426,DFI,buy
7636,900.0,EUR,2022-01-24T07:22:05.453Z,402.80040642,DFI,buy
8068,50.0,EUR,2022-01-24T07:31:05.809Z,22.21400695,DFI,buy
7957,500.0,EUR,2022-01-24T07:31:05.809Z,222.14006955,DFI,buy
6698,1000.0,EUR,2022-01-24T07:44:07.198Z,446.44635856,DFI,buy
7637,14341.67,EUR,2022-01-24T07:44:07.198Z,6419.18692694,DFI,buy
6650,200.0,EUR,2022-01-24T07:51:05.275Z,89.41470794,DFI,buy
311,50.0,EUR,2022-01-24T07:51:05.275Z,22.2391602,DFI,buy
4969,100.0,EUR,2022-01-24T07:51:05.275Z,44.70735397,DFI,buy
3427,4500.0,EUR,2022-01-24T07:51:05.275Z,2011.83092874,DFI,buy
3438,50.0,EUR,2022-01-24T07:51:05.275Z,22.35367699,DFI,buy
4575,600.0,EUR,2022-01-24T07:51:05.275Z,268.24412383,DFI,buy
7086,900.0,EUR,2022-01-24T07:51:05.275Z,401.33553466,DFI,buy
7522,500.0,EUR,2022-01-24T07:51:05.275Z,223.53676985,DFI,buy
6321,451.0,EUR,2022-01-24T07:51:05.275Z,202.66310784,DFI,buy
850,60.0,EUR,2022-01-24T07:51:05.275Z,26.82441238,DFI,buy
5988,10.0,EUR,2022-01-24T07:51:05.275Z,4.4707354,DFI,buy
7904,900.0,EUR,2022-01-24T07:51:05.275Z,400.30488357,DFI,buy
7898,500.0,EUR,2022-01-24T07:51:05.275Z,223.53676986,DFI,buy
8279,200.0,EUR,2022-01-24T07:51:05.275Z,89.78116167,DFI,buy
7424,40.0,EUR,2022-01-24T07:51:05.275Z,17.95623233,DFI,buy
6226,900.0,EUR,2022-01-24T07:51:05.275Z,404.01522749,DFI,buy
5989,50.0,EUR,2022-01-24T07:55:05.551Z,22.39551681,DFI,buy
8091,900.0,EUR,2022-01-24T08:02:05.393Z,405.15898973,DFI,buy
8126,75.0,EUR,2022-01-24T08:02:05.393Z,33.76324914,DFI,buy
8276,899.0,EUR,2022-01-24T08:02:05.393Z,406.36745575,DFI,buy
8165,100.0,EUR,2022-01-24T08:02:05.393Z,45.01766553,DFI,buy
8166,50.0,EUR,2022-01-24T08:02:05.393Z,22.60108208,DFI,buy
8169,100.0,EUR,2022-01-24T08:02:05.393Z,44.78704224,DFI,buy
8187,10.0,EUR,2022-01-24T08:02:05.393Z,4.50176655,DFI,buy
8219,20.0,EUR,2022-01-24T08:02:05.393Z,9.00353311,DFI,buy
8130,900.0,EUR,2022-01-24T08:02:05.393Z,403.08338015,DFI,buy
8237,1.01,EUR,2022-01-24T08:02:05.393Z,0.4546784,DFI,buy
1672,2724.317488022928,EUR,2022-01-24T08:29:56.000Z,2724.32,DFI,sell
1758,3973.014157116864,EUR,2022-01-24T08:29:56.000Z,3973.01,DFI,sell
1983,539.5562831412401,EUR,2022-01-24T08:29:56.000Z,539.56,DFI,sell
1984,215.862076437876,EUR,2022-01-24T08:29:56.000Z,215.86,DFI,sell
1985,1245.9666541060801,EUR,2022-01-24T08:29:56.000Z,1245.97,DFI,sell
1742,2567.82403990936,EUR,2022-01-24T08:29:56.000Z,2567.82,DFI,sell
1991,189.31088080585798,EUR,2022-01-24T08:29:56.000Z,189.31,DFI,sell
1908,245.0909254458,EUR,2022-01-24T08:29:56.000Z,245.09,DFI,sell
1609,2.6706629740680006,EUR,2022-01-24T08:29:56.000Z,2.67,DFI,sell
1859,1035.14299810782,EUR,2022-01-24T08:29:56.000Z,1035.14,DFI,sell
1986,1248.97634818924,EUR,2022-01-24T08:29:56.000Z,1248.98,DFI,sell
1982,865.73114128349,EUR,2022-01-24T08:29:56.000Z,865.73,DFI,sell
1949,278.43869828694,EUR,2022-01-24T08:29:56.000Z,278.44,DFI,sell
1980,21.703339040152,EUR,2022-01-24T08:29:56.000Z,21.7,DFI,sell
1968,1.069207762437,EUR,2022-01-24T08:29:56.000Z,1.07,DFI,sell
1969,2349.003859534948,EUR,2022-01-24T08:29:56.000Z,2349.0,DFI,sell
1965,213.57664853980003,EUR,2022-01-24T08:29:56.000Z,213.58,DFI,sell
1981,644.6997027692929,EUR,2022-01-24T08:29:56.000Z,644.7,DFI,sell
1964,249.11167885829997,EUR,2022-01-24T08:29:56.000Z,249.11,DFI,sell
1963,18.7018952022,EUR,2022-01-24T08:29:56.000Z,18.7,DFI,sell
1962,3158.6315319873597,EUR,2022-01-24T08:29:56.000Z,3158.63,DFI,sell
1944,716.4693569902331,EUR,2022-01-24T08:29:56.000Z,716.47,DFI,sell
1961,23.404981848263997,EUR,2022-01-24T08:29:56.000Z,23.4,DFI,sell
1960,23.460434742129998,EUR,2022-01-24T08:29:56.000Z,23.46,DFI,sell
1970,425.86512389225095,EUR,2022-01-24T08:29:56.000Z,425.87,DFI,sell
1959,63.87435845813699,EUR,2022-01-24T08:29:56.000Z,63.87,DFI,sell
1958,23.039477320405,EUR,2022-01-24T08:29:56.000Z,23.04,DFI,sell
1957,10.801286733301,EUR,2022-01-24T08:29:56.000Z,10.8,DFI,sell
1971,22.4629729137,EUR,2022-01-24T08:29:56.000Z,22.46,DFI,sell
1945,6660.477980172501,EUR,2022-01-24T08:29:56.000Z,6660.48,DFI,sell
1955,166.77440480596,EUR,2022-01-24T08:29:56.000Z,166.77,DFI,sell
1946,47.131615196079004,EUR,2022-01-24T08:29:56.000Z,47.13,DFI,sell
1954,99.56681654737999,EUR,2022-01-24T08:29:56.000Z,99.57,DFI,sell
1972,45.0511905537,EUR,2022-01-24T08:29:56.000Z,45.05,DFI,sell
1973,3307.0238676533945,EUR,2022-01-24T08:29:56.000Z,3307.02,DFI,sell
1974,133.086654867717,EUR,2022-01-24T08:29:56.000Z,133.09,DFI,sell
1947,228.13823170732,EUR,2022-01-24T08:29:56.000Z,228.14,DFI,sell
1975,852.0958811728,EUR,2022-01-24T08:29:56.000Z,852.1,DFI,sell
1952,93.987705427112,EUR,2022-01-24T08:29:56.000Z,93.99,DFI,sell
1976,122.65693234799001,EUR,2022-01-24T08:29:56.000Z,122.66,DFI,sell
1977,77.723748405,EUR,2022-01-24T08:29:56.000Z,77.72,DFI,sell
1951,92.32216733142,EUR,2022-01-24T08:29:56.000Z,92.32,DFI,sell
1978,991.2190310450001,EUR,2022-01-24T08:29:56.000Z,991.22,DFI,sell
1967,7.0495038892,EUR,2022-01-24T08:29:56.000Z,7.05,DFI,sell
1966,979.06066305096,EUR,2022-01-24T08:29:56.000Z,979.06,DFI,sell
2008,538.5005972111701,EUR,2022-01-24T08:34:56.000Z,538.5,DFI,sell
2009,213.14638761897598,EUR,2022-01-24T08:34:56.000Z,213.15,DFI,sell
1988,1248.97634818924,EUR,2022-01-24T08:34:56.000Z,1248.98,DFI,sell
1990,121.271791231206,EUR,2022-01-24T08:34:56.000Z,121.27,DFI,sell
1994,17622.382762141657,EUR,2022-01-24T08:34:56.000Z,17622.38,DFI,sell
1995,20.39496719528,EUR,2022-01-24T08:34:56.000Z,20.39,DFI,sell
1996,85.085886790625,EUR,2022-01-24T08:34:56.000Z,85.09,DFI,sell
1997,9.418393601921,EUR,2022-01-24T08:34:56.000Z,9.42,DFI,sell
2000,21.323145354406996,EUR,2022-01-24T08:34:56.000Z,21.32,DFI,sell
1999,1.916707982368,EUR,2022-01-24T08:34:56.000Z,1.92,DFI,sell
2002,21.553564826404,EUR,2022-01-24T08:34:56.000Z,21.55,DFI,sell
2003,1007.0578720694099,EUR,2022-01-24T08:34:56.000Z,1007.06,DFI,sell
2004,173.43700262720998,EUR,2022-01-24T08:34:56.000Z,173.44,DFI,sell
2005,43.051050700385,EUR,2022-01-24T08:34:56.000Z,43.05,DFI,sell
2006,50.43607285760099,EUR,2022-01-24T08:34:56.000Z,50.44,DFI,sell
2007,393.35710795192,EUR,2022-01-24T08:34:56.000Z,393.36,DFI,sell
2001,247.28238761535604,EUR,2022-01-24T08:34:56.000Z,247.28,DFI,sell
1989,1246.9707603704999,EUR,2022-01-24T08:34:56.000Z,1246.97,DFI,sell
5408,890.0,EUR,2022-01-24T08:57:05.831Z,397.12809891,DFI,buy
3353,478.93,EUR,2022-01-24T09:19:06.763Z,215.69090442,DFI,buy
7735,899.0,EUR,2022-01-24T10:00:07.207Z,406.5750069,DFI,buy
375,900.0,EUR,2022-01-24T10:00:07.207Z,410.17113628,DFI,buy
5512,150.0,EUR,2022-01-24T10:00:07.207Z,68.18719622,DFI,buy
7916,500.0,EUR,2022-01-24T10:00:07.207Z,227.29065407,DFI,buy
4126,50.0,EUR,2022-01-24T10:00:07.207Z,22.82221731,DFI,buy
4203,200.0,EUR,2022-01-24T10:00:07.207Z,90.91626163,DFI,buy
5247,899.0,EUR,2022-01-24T10:00:07.207Z,409.71539058,DFI,buy
7874,850.0,EUR,2022-01-24T10:00:07.207Z,384.41463388,DFI,buy
4469,1000.0,EUR,2022-01-24T10:00:07.207Z,454.58130814,DFI,buy
8109,500.0,EUR,2022-01-24T10:07:05.989Z,228.16376198,DFI,buy
8260,10.0,EUR,2022-01-24T10:07:05.989Z,4.53989781,DFI,buy
8217,824.01,EUR,2022-01-24T10:07:05.989Z,374.09211904,DFI,buy
8245,10.0,EUR,2022-01-24T10:07:05.989Z,4.56327524,DFI,buy
8164,20.0,EUR,2022-01-24T10:07:05.989Z,9.16395438,DFI,buy
8089,30.0,EUR,2022-01-24T10:07:05.989Z,13.61969342,DFI,buy
8050,900.0,EUR,2022-01-24T10:45:07.887Z,418.92772257,DFI,buy
2210,40000.0,EUR,2022-01-24T11:03:05.834Z,18832.93458532,DFI,buy
7822,100.0,EUR,2022-01-24T11:03:05.834Z,47.03434224,DFI,buy
8095,25000.0,EUR,2022-01-24T11:08:06.706Z,11847.68298941,DFI,buy
6586,500.0,EUR,2022-01-24T11:08:06.706Z,235.38602743,DFI,buy
3965,600.0,EUR,2022-01-24T11:08:06.706Z,281.01618767,DFI,buy
3585,955.84,EUR,2022-01-24T11:08:06.706Z,449.98276093,DFI,buy
7389,50.0,EUR,2022-01-24T11:19:06.697Z,55.44868168,dUSDC,buy
8321,8.01,EUR,2022-01-24T11:19:06.697Z,8.84662216,dUSDC,buy
8080,100.0,EUR,2022-01-24T11:19:06.697Z,110.44472106,dUSDC,buy
8081,600.0,EUR,2022-01-24T11:19:06.697Z,665.38418015,dUSDC,buy
8258,10.0,EUR,2022-01-24T11:19:06.697Z,11.04447211,dUSDC,buy
8171,5000.0,EUR,2022-01-24T11:19:06.697Z,5559.01323978,dUSDC,buy
7745,100.0,EUR,2022-01-24T11:19:06.697Z,110.89736335,dUSDC,buy
8106,803.01,EUR,2022-01-24T11:19:06.697Z,882.33870092,dUSDC,buy
7841,880.0,EUR,2022-01-24T11:30:06.184Z,975.67598144,dUSDT,buy
8115,90.0,EUR,2022-01-24T11:30:06.184Z,99.78504356,dUSDT,buy
7919,50.0,EUR,2022-01-24T11:40:05.942Z,0.02407396,dETH,buy
8319,955.84,EUR,2022-01-24T11:40:05.942Z,0.46021702,dETH,buy
7425,40.0,EUR,2022-01-24T11:48:05.505Z,0.00131104,dBTC,buy
6305,440.0,EUR,2022-01-24T11:48:05.505Z,0.01443617,dBTC,buy
6933,900.0,EUR,2022-01-24T11:48:05.505Z,0.02945327,dBTC,buy
4716,15.0,EUR,2022-01-24T11:48:05.505Z,0.00048964,dBTC,buy
7609,50.0,EUR,2022-01-24T11:48:05.505Z,0.00163211,dBTC,buy
7608,10.0,EUR,2022-01-24T11:58:07.007Z,0.00032489,dBTC,buy
1647,900.0,EUR,2022-01-24T12:14:06.098Z,418.52768054,DFI,buy
7729,10.0,EUR,2022-01-24T12:14:06.098Z,4.65030756,DFI,buy
2152,50.0,EUR,2022-01-24T12:14:06.098Z,23.25153781,DFI,buy
5268,523.01,EUR,2022-01-24T12:14:06.098Z,241.96975352,DFI,buy
4574,125.01,EUR,2022-01-24T12:14:06.098Z,57.83567979,DFI,buy
3018,200.0,EUR,2022-01-24T12:14:06.098Z,93.00615123,DFI,buy
6117,2000.0,EUR,2022-01-24T12:14:06.098Z,930.06151231,DFI,buy
8124,50.0,EUR,2022-01-24T12:14:06.098Z,23.346831,DFI,buy
6640,150.0,EUR,2022-01-24T12:14:06.098Z,70.04049299,DFI,buy
7179,850.0,EUR,2022-01-24T12:14:06.098Z,396.89612693,DFI,buy
3890,1000.0,EUR,2022-01-24T12:14:06.098Z,465.03075616,DFI,buy
8086,200.0,EUR,2022-01-24T12:14:06.098Z,92.52968529,DFI,buy
7977,250.0,EUR,2022-01-24T12:14:06.098Z,116.73415498,DFI,buy
8229,452.0,EUR,2022-01-24T12:14:06.098Z,209.11708876,DFI,buy
8284,1.01,EUR,2022-01-24T12:14:06.098Z,0.46968106,DFI,buy
7951,2000.0,EUR,2022-01-24T12:14:06.098Z,930.06151232,DFI,buy
7293,20.0,EUR,2022-01-24T12:14:06.098Z,9.30061512,DFI,buy
2808,100.0,EUR,2022-01-24T12:14:06.098Z,46.50307562,DFI,buy
7838,899.97,EUR,2022-01-24T12:14:06.098Z,418.51372962,DFI,buy
1133,150.0,EUR,2022-01-24T12:14:06.098Z,69.75461342,DFI,buy
2060,8.978429583935998,EUR,2022-01-24T12:15:56.000Z,8.98,DFI,sell
2055,523.272389352928,EUR,2022-01-24T12:15:56.000Z,523.27,DFI,sell
2059,507.36462830406,EUR,2022-01-24T12:15:56.000Z,507.36,DFI,sell
2062,501.94969074785297,EUR,2022-01-24T12:15:56.000Z,501.95,DFI,sell
2058,103.200077545838,EUR,2022-01-24T12:15:56.000Z,103.2,DFI,sell
2057,209.376890096538,EUR,2022-01-24T12:15:56.000Z,209.38,DFI,sell
2056,832.708115065574,EUR,2022-01-24T12:15:56.000Z,832.71,DFI,sell
2054,391.956220827256,EUR,2022-01-24T12:15:56.000Z,391.96,DFI,sell
2061,776.10713154075,EUR,2022-01-24T12:15:56.000Z,776.11,DFI,sell
2052,80.76178162419599,EUR,2022-01-24T12:15:56.000Z,80.76,DFI,sell
2038,189.95110392889998,EUR,2022-01-24T12:15:56.000Z,194.58,DFI,sell
2053,735.927160009812,EUR,2022-01-24T12:15:56.000Z,752.8,DFI,sell
2045,9.813397004912,EUR,2022-01-24T12:15:56.000Z,10.06,DFI,sell
2047,211.129361470728,EUR,2022-01-24T12:15:56.000Z,216.27,DFI,sell
2037,397.48454866305997,EUR,2022-01-24T12:15:56.000Z,407.17,DFI,sell
2051,728.6883886336001,EUR,2022-01-24T12:15:56.000Z,728.69,DFI,sell
2049,6.331520090623,EUR,2022-01-24T12:15:56.000Z,6.33,DFI,sell
2050,72.70778001775199,EUR,2022-01-24T12:15:56.000Z,72.71,DFI,sell
8215,200.0,EUR,2022-01-24T12:29:06.015Z,191.80190583,DUSD,buy
8108,500.0,EUR,2022-01-24T12:29:06.015Z,481.97389312,DUSD,buy
8320,50.0,EUR,2022-01-24T12:42:28.897Z,425.06189822,dDOGE,buy
2031,19.514342604692,EUR,2022-01-24T12:46:56.000Z,19.51,DFI,sell
2040,179.171988226002,EUR,2022-01-24T12:46:56.000Z,179.17,DFI,sell
2032,105.64734194206001,EUR,2022-01-24T12:46:56.000Z,105.65,DFI,sell
2033,256.908360749594,EUR,2022-01-24T12:46:56.000Z,256.91,DFI,sell
2041,6.103519444682999,EUR,2022-01-24T12:46:56.000Z,6.1,DFI,sell
