,defichain_Activity,defichain_Reply,defichain_Likes,defichain_Retweet,defichain_Tweet,dfi_Activity,dfi_Reply,dfi_Likes,dfi_Retweet,dfi_Tweet,overall_Activity,overall_Reply,overall_Likes,overall_Retweet,overall_Tweet,overall_UniqueUserOverall,overall_UniqueUserReply,overall_UniqueUserRetweet,overall_UniqueUserTweet,nativeDefi_Activity,nativeDefi_Reply,nativeDefi_Likes,nativeDefi_Retweet,nativeDefi_Tweet,hashtagDFI_Activity,hashtagDFI_Reply,hashtagDFI_Likes,hashtagDFI_Retweet,hashtagDFI_Tweet
2021-03-10,76,31,228.0,37,8.0,51.0,10.0,264.0,23.0,18.0,111.0,41.0,518.0,44.0,26.0,78.0,33.0,37.0,19.0,,,,,,,,,,
2021-03-09,93,27,305.0,52,14.0,58.0,18.0,261.0,27.0,13.0,126.0,45.0,490.0,58.0,23.0,79.0,36.0,41.0,20.0,,,,,,,,,,
2021-03-08,48,18,267.0,23,7.0,53.0,15.0,301.0,24.0,14.0,80.0,27.0,395.0,33.0,20.0,51.0,24.0,21.0,16.0,,,,,,,,,,
2021-03-07,129,57,720.0,60,12.0,74.0,39.0,950.0,20.0,15.0,159.0,71.0,1190.0,64.0,24.0,73.0,40.0,35.0,13.0,,,,,,,,,,
2021-03-06,119,69,335.0,48,2.0,35.0,17.0,95.0,12.0,6.0,144.0,80.0,477.0,53.0,11.0,86.0,48.0,39.0,9.0,,,,,,,,,,
2021-03-05,101,46,502.0,52,3.0,34.0,13.0,141.0,17.0,4.0,126.0,53.0,729.0,62.0,11.0,72.0,35.0,39.0,9.0,,,,,,,,,,
2021-03-04,99,57,244.0,34,8.0,162.0,25.0,196.0,127.0,10.0,238.0,75.0,351.0,144.0,19.0,181.0,62.0,118.0,17.0,,,,,,,,,,
2021-03-03,139,76,605.0,55,8.0,599.0,69.0,497.0,520.0,10.0,683.0,125.0,867.0,541.0,17.0,539.0,90.0,478.0,14.0,,,,,,,,,,
2021-03-02,156,60,600.0,81,15.0,563.0,57.0,1605.0,487.0,19.0,689.0,103.0,2218.0,549.0,37.0,495.0,70.0,444.0,27.0,,,,,,,,,,
2021-03-01,173,76,629.0,87,10.0,85.0,39.0,566.0,32.0,14.0,234.0,104.0,1109.0,108.0,22.0,137.0,77.0,77.0,18.0,,,,,,,,,,
2021-02-28,110,66,277.0,38,6.0,49.0,17.0,118.0,25.0,7.0,149.0,80.0,353.0,57.0,12.0,92.0,61.0,49.0,10.0,,,,,,,,,,
2021-02-27,94,64,440.0,24,6.0,123.0,65.0,680.0,46.0,12.0,175.0,101.0,820.0,56.0,18.0,74.0,44.0,32.0,15.0,,,,,,,,,,
2021-02-26,64,40,413.0,17,7.0,66.0,35.0,329.0,18.0,13.0,107.0,68.0,510.0,24.0,15.0,58.0,43.0,16.0,7.0,,,,,,,,,,
2021-02-25,67,41,251.0,20,6.0,65.0,30.0,304.0,20.0,15.0,114.0,60.0,383.0,35.0,19.0,70.0,41.0,27.0,13.0,,,,,,,,,,
2021-02-24,174,69,620.0,89,16.0,96.0,37.0,480.0,41.0,18.0,248.0,103.0,1164.0,105.0,40.0,113.0,52.0,68.0,26.0,,,,,,,,,,
2021-02-23,96,50,435.0,40,6.0,90.0,35.0,390.0,37.0,18.0,150.0,67.0,527.0,55.0,28.0,92.0,52.0,34.0,22.0,,,,,,,,,,
2021-02-22,237,137,886.0,86,14.0,160.0,49.0,631.0,91.0,20.0,328.0,171.0,1289.0,122.0,35.0,179.0,105.0,85.0,24.0,,,,,,,,,,
2021-02-21,120,51,548.0,55,14.0,100.0,32.0,387.0,50.0,18.0,164.0,69.0,656.0,70.0,25.0,102.0,48.0,55.0,18.0,,,,,,,,,,
2021-02-20,132,54,436.0,72,6.0,139.0,19.0,647.0,97.0,23.0,214.0,67.0,956.0,113.0,34.0,146.0,54.0,91.0,27.0,,,,,,,,,,
2021-02-19,312,148,1121.0,146,18.0,204.0,57.0,806.0,125.0,22.0,391.0,177.0,1429.0,172.0,42.0,228.0,126.0,118.0,32.0,,,,,,,,,,
2021-02-18,408,170,1762.0,223,15.0,300.0,88.0,1423.0,189.0,23.0,558.0,215.0,2535.0,301.0,42.0,274.0,130.0,176.0,30.0,,,,,,,,,,
2021-02-17,287,126,797.0,151,10.0,221.0,70.0,719.0,132.0,19.0,388.0,170.0,1411.0,184.0,34.0,215.0,103.0,131.0,28.0,,,,,,,,,,
2021-02-16,402,216,1594.0,164,22.0,228.0,105.0,722.0,93.0,30.0,515.0,260.0,1947.0,205.0,50.0,283.0,166.0,156.0,38.0,,,,,,,,,,
2021-02-15,257,82,650.0,162,13.0,285.0,55.0,1263.0,202.0,28.0,435.0,123.0,1458.0,269.0,43.0,219.0,74.0,141.0,32.0,,,,,,,,,,
2021-02-14,441,55,620.0,375,11.0,402.0,38.0,546.0,338.0,26.0,596.0,86.0,882.0,475.0,35.0,144.0,59.0,94.0,19.0,,,,,,,,,,
2021-02-13,119,63,212.0,55,1.0,107.0,36.0,265.0,60.0,11.0,165.0,82.0,296.0,69.0,14.0,114.0,49.0,66.0,10.0,,,,,,,,,,
2021-02-12,288,69,425.0,211,8.0,252.0,26.0,401.0,205.0,21.0,332.0,84.0,592.0,219.0,29.0,275.0,73.0,215.0,19.0,,,,,,,,,,
2021-02-11,1358,398,1019.0,948,12.0,1000.0,89.0,491.0,892.0,19.0,1502.0,446.0,1448.0,982.0,74.0,1124.0,345.0,935.0,66.0,,,,,,,,,,
2021-02-10,4459,723,445.0,3724,12.0,1229.0,66.0,1615.0,1140.0,23.0,4636.0,762.0,1521.0,3822.0,52.0,3699.0,689.0,3608.0,47.0,,,,,,,,,,
2021-02-09,191,87,472.0,86,18.0,171.0,57.0,589.0,81.0,33.0,313.0,119.0,930.0,135.0,59.0,189.0,88.0,90.0,42.0,,,,,,,,,,
2021-02-08,106,45,634.0,45,16.0,104.0,40.0,515.0,41.0,23.0,189.0,82.0,912.0,67.0,40.0,114.0,62.0,41.0,33.0,,,,,,,,,,
2021-02-07,123,53,367.0,62,8.0,95.0,15.0,403.0,64.0,16.0,187.0,74.0,557.0,82.0,31.0,126.0,62.0,57.0,23.0,,,,,,,,,,
2021-02-06,156,61,410.0,76,19.0,118.0,37.0,226.0,59.0,22.0,262.0,103.0,577.0,121.0,38.0,144.0,75.0,69.0,29.0,,,,,,,,,,
2021-02-05,212,107,813.0,96,9.0,85.0,36.0,88.0,43.0,6.0,223.0,112.0,288.0,95.0,16.0,124.0,80.0,62.0,12.0,,,,,,,,,,
2021-02-04,292,122,1047.0,149,21.0,130.0,28.0,247.0,73.0,29.0,222.0,79.0,345.0,97.0,46.0,130.0,65.0,62.0,37.0,,,,,,,,,,
2021-02-03,599,335,1471.0,247,17.0,363.0,88.0,984.0,198.0,77.0,763.0,367.0,2001.0,297.0,99.0,432.0,286.0,218.0,84.0,,,,,,,,,,
2021-02-02,141,61,423.0,68,12.0,104.0,26.0,426.0,61.0,17.0,225.0,78.0,894.0,108.0,39.0,138.0,50.0,80.0,34.0,,,,,,,,,,
2021-02-01,190,91,689.0,84,15.0,245.0,61.0,741.0,104.0,80.0,352.0,130.0,1058.0,131.0,91.0,202.0,87.0,86.0,81.0,,,,,,,,,,
2021-01-31,90,61,420.0,24,5.0,151.0,70.0,443.0,62.0,19.0,205.0,113.0,556.0,70.0,22.0,140.0,89.0,63.0,19.0,,,,,,,,,,
2021-01-30,289,162,946.0,114,13.0,398.0,147.0,440.0,207.0,44.0,622.0,270.0,1173.0,290.0,62.0,376.0,180.0,252.0,55.0,,,,,,,,,,
2021-01-29,389,163,1635.0,196,30.0,958.0,356.0,1301.0,516.0,86.0,1203.0,491.0,2270.0,605.0,107.0,605.0,383.0,471.0,89.0,,,,,,,,,,
2021-01-28,64,26,90.0,28,10.0,33.0,15.0,37.0,13.0,5.0,83.0,35.0,101.0,35.0,13.0,59.0,29.0,27.0,9.0,,,,,,,,,,
2021-01-27,1698,818,488.0,865,15.0,62.0,31.0,291.0,24.0,7.0,1732.0,832.0,541.0,877.0,23.0,908.0,767.0,848.0,17.0,,,,,,,,,,
2021-01-26,1493,720,664.0,768,5.0,90.0,41.0,234.0,42.0,7.0,1541.0,737.0,884.0,787.0,17.0,797.0,686.0,743.0,14.0,,,,,,,,,,
2021-01-25,153,43,482.0,96,14.0,92.0,29.0,325.0,45.0,18.0,225.0,78.0,825.0,118.0,29.0,120.0,36.0,77.0,27.0,,,,,,,,,,
2021-01-24,93,41,408.0,46,6.0,87.0,32.0,321.0,47.0,8.0,146.0,60.0,639.0,70.0,16.0,79.0,38.0,39.0,15.0,,,,,,,,,,
2021-01-23,98,59,333.0,37,2.0,130.0,47.0,558.0,77.0,6.0,199.0,88.0,815.0,99.0,12.0,117.0,67.0,63.0,12.0,,,,,,,,,,
2021-01-22,218,100,785.0,110,8.0,152.0,32.0,653.0,96.0,24.0,298.0,110.0,1177.0,155.0,33.0,147.0,60.0,86.0,27.0,,,,,,,,,,
2021-01-21,427,95,1490.0,308,24.0,364.0,49.0,1019.0,278.0,37.0,602.0,117.0,1886.0,392.0,93.0,387.0,72.0,283.0,76.0,,,,,,,,,,
2021-01-20,1869,392,1144.0,1452,25.0,326.0,57.0,1263.0,223.0,46.0,1838.0,385.0,1664.0,1386.0,67.0,1435.0,335.0,1299.0,58.0,,,,,,,,,,
2021-01-19,343,195,1803.0,134,14.0,356.0,119.0,2342.0,211.0,26.0,563.0,249.0,2975.0,273.0,41.0,358.0,182.0,201.0,34.0,,,,,,,,,,
2021-01-18,180,113,1700.0,58,9.0,139.0,86.0,1274.0,43.0,10.0,262.0,171.0,2079.0,73.0,18.0,162.0,125.0,51.0,15.0,,,,,,,,,,
2021-01-17,125,73,634.0,45,7.0,112.0,42.0,561.0,53.0,17.0,189.0,100.0,856.0,73.0,16.0,102.0,65.0,41.0,14.0,,,,,,,,,,
2021-01-16,92,46,231.0,40,6.0,99.0,30.0,198.0,60.0,9.0,146.0,62.0,296.0,70.0,14.0,110.0,43.0,63.0,12.0,,,,,,,,,,
2021-01-15,183,99,752.0,72,12.0,230.0,32.0,1082.0,176.0,22.0,395.0,129.0,1647.0,233.0,33.0,264.0,84.0,189.0,28.0,,,,,,,,,,
2021-01-14,312,133,1127.0,160,19.0,130.0,34.0,633.0,67.0,29.0,409.0,164.0,1950.0,195.0,50.0,222.0,105.0,128.0,37.0,,,,,,,,,,
2021-01-13,91,26,376.0,50,15.0,80.0,13.0,307.0,32.0,35.0,155.0,44.0,738.0,61.0,50.0,85.0,33.0,42.0,27.0,,,,,,,,,,
2021-01-12,68,24,289.0,37,7.0,92.0,13.0,432.0,64.0,15.0,137.0,39.0,633.0,75.0,23.0,79.0,29.0,46.0,17.0,,,,,,,,,,
2021-01-11,82,40,176.0,37,5.0,76.0,23.0,198.0,37.0,16.0,139.0,56.0,423.0,56.0,27.0,80.0,36.0,41.0,18.0,,,,,,,,,,
2021-01-10,126,86,480.0,31,9.0,92.0,24.0,350.0,55.0,13.0,198.0,101.0,637.0,73.0,24.0,109.0,51.0,53.0,19.0,,,,,,,,,,
2021-01-09,145,80,462.0,57,8.0,158.0,43.0,540.0,97.0,18.0,249.0,110.0,812.0,112.0,27.0,132.0,59.0,75.0,20.0,,,,,,,,,,
2021-01-08,258,131,1142.0,111,16.0,161.0,26.0,912.0,109.0,26.0,382.0,149.0,1673.0,190.0,43.0,210.0,92.0,125.0,34.0,,,,,,,,,,
2021-01-07,143,61,478.0,72,10.0,100.0,18.0,398.0,65.0,17.0,217.0,81.0,747.0,107.0,29.0,125.0,50.0,72.0,23.0,,,,,,,,,,
2021-01-06,133,59,618.0,63,11.0,136.0,36.0,661.0,76.0,24.0,213.0,91.0,900.0,91.0,31.0,129.0,67.0,60.0,20.0,,,,,,,,,,
2021-01-05,79,35,208.0,38,6.0,69.0,18.0,171.0,28.0,23.0,135.0,56.0,287.0,51.0,28.0,101.0,44.0,43.0,21.0,,,,,,,,,,
2021-01-04,166,73,631.0,82,11.0,124.0,35.0,379.0,74.0,15.0,240.0,92.0,821.0,121.0,27.0,120.0,57.0,62.0,24.0,,,,,,,,,,
2021-01-03,130,54,713.0,64,12.0,99.0,20.0,559.0,55.0,24.0,173.0,68.0,824.0,77.0,28.0,103.0,44.0,54.0,22.0,,,,,,,,,,
2021-01-02,116,58,705.0,46,12.0,432.0,28.0,551.0,360.0,44.0,514.0,77.0,940.0,385.0,52.0,440.0,56.0,360.0,37.0,,,,,,,,,,
2021-01-01,42,30,101.0,9,3.0,342.0,33.0,521.0,255.0,54.0,383.0,63.0,658.0,263.0,57.0,328.0,41.0,251.0,46.0,,,,,,,,,,
2020-12-31,90,50,321.0,34,6.0,318.0,42.0,1255.0,226.0,50.0,381.0,84.0,1520.0,243.0,54.0,301.0,62.0,217.0,39.0,,,,,,,,,,
2020-12-30,157,73,515.0,69,15.0,108.0,26.0,424.0,61.0,21.0,212.0,91.0,627.0,91.0,30.0,106.0,54.0,52.0,23.0,,,,,,,,,,
2020-12-29,106,50,374.0,48,8.0,82.0,21.0,337.0,41.0,20.0,163.0,67.0,581.0,69.0,27.0,88.0,49.0,33.0,21.0,,,,,,,,,,
2020-12-28,100,52,197.0,41,7.0,136.0,64.0,275.0,60.0,12.0,208.0,110.0,417.0,75.0,23.0,116.0,59.0,48.0,19.0,,,,,,,,,,
2020-12-27,315,156,1302.0,138,21.0,306.0,66.0,1606.0,197.0,43.0,529.0,214.0,2337.0,253.0,62.0,219.0,110.0,107.0,42.0,,,,,,,,,,
2020-12-26,396,196,1969.0,181,19.0,260.0,52.0,1085.0,178.0,30.0,501.0,229.0,2275.0,227.0,45.0,262.0,163.0,116.0,33.0,,,,,,,,,,
2020-12-25,152,64,687.0,74,14.0,183.0,35.0,680.0,113.0,35.0,258.0,87.0,948.0,126.0,45.0,127.0,54.0,75.0,30.0,,,,,,,,,,
2020-12-24,83,44,357.0,33,6.0,147.0,43.0,380.0,80.0,24.0,194.0,78.0,479.0,88.0,28.0,120.0,57.0,63.0,23.0,,,,,,,,,,
2020-12-23,134,70,370.0,53,11.0,507.0,213.0,693.0,225.0,69.0,580.0,269.0,861.0,236.0,75.0,345.0,224.0,202.0,57.0,,,,,,,,,,
2020-12-22,393,108,1095.0,264,21.0,385.0,53.0,1073.0,286.0,46.0,533.0,144.0,1552.0,326.0,63.0,265.0,92.0,203.0,38.0,,,,,,,,,,
2020-12-21,190,85,885.0,91,14.0,693.0,242.0,1111.0,377.0,74.0,801.0,312.0,1496.0,404.0,85.0,457.0,264.0,353.0,72.0,,,,,,,,,,
2020-12-20,53,28,154.0,19,6.0,65.0,15.0,218.0,30.0,20.0,94.0,38.0,293.0,32.0,24.0,48.0,26.0,23.0,16.0,,,,,,,,,,
2020-12-19,106,72,294.0,28,6.0,71.0,24.0,298.0,31.0,16.0,125.0,75.0,369.0,32.0,18.0,64.0,42.0,24.0,11.0,,,,,,,,,,
2020-12-18,58,34,172.0,16,8.0,81.0,23.0,210.0,26.0,32.0,117.0,52.0,267.0,29.0,36.0,68.0,39.0,23.0,21.0,,,,,,,,,,
2020-12-17,115,55,517.0,45,15.0,124.0,46.0,449.0,51.0,27.0,171.0,85.0,531.0,53.0,33.0,105.0,64.0,39.0,21.0,,,,,,,,,,
2020-12-16,142,60,542.0,65,17.0,132.0,28.0,564.0,63.0,41.0,199.0,76.0,817.0,72.0,51.0,93.0,50.0,46.0,28.0,,,,,,,,,,
2020-12-15,152,82,232.0,62,8.0,130.0,32.0,226.0,64.0,34.0,205.0,89.0,412.0,71.0,45.0,117.0,60.0,55.0,36.0,,,,,,,,,,
2020-12-14,602,273,1187.0,314,15.0,678.0,236.0,1342.0,329.0,113.0,785.0,330.0,1597.0,334.0,121.0,408.0,244.0,285.0,90.0,,,,,,,,,,
2020-12-13,401,184,623.0,211,6.0,759.0,329.0,1244.0,326.0,104.0,792.0,361.0,1307.0,326.0,105.0,395.0,285.0,271.0,78.0,,,,,,,,,,
2020-12-12,202,102,583.0,91,9.0,211.0,74.0,654.0,94.0,43.0,259.0,113.0,781.0,98.0,48.0,156.0,92.0,96.0,38.0,,,,,,,,,,
2020-12-11,52,30,289.0,16,6.0,30.0,6.0,251.0,17.0,7.0,69.0,36.0,367.0,20.0,13.0,40.0,25.0,14.0,9.0,,,,,,,,,,
2020-12-10,31,15,196.0,9,7.0,25.0,1.0,131.0,8.0,16.0,53.0,17.0,311.0,13.0,23.0,34.0,16.0,12.0,10.0,,,,,,,,,,
2020-12-09,86,29,356.0,45,12.0,84.0,9.0,393.0,48.0,27.0,165.0,45.0,655.0,60.0,60.0,74.0,20.0,30.0,37.0,,,,,,,,,,
2020-12-08,80,37,299.0,34,9.0,81.0,19.0,352.0,40.0,22.0,118.0,45.0,438.0,49.0,24.0,55.0,30.0,24.0,11.0,,,,,,,,,,
2020-12-07,27,15,110.0,8,4.0,56.0,7.0,147.0,33.0,16.0,80.0,22.0,267.0,36.0,22.0,59.0,14.0,33.0,16.0,,,,,,,,,,
2020-12-06,25,13,105.0,10,2.0,47.0,4.0,85.0,33.0,10.0,61.0,14.0,142.0,36.0,11.0,46.0,10.0,32.0,7.0,,,,,,,,,,
2020-12-05,13,8,50.0,4,1.0,49.0,7.0,194.0,26.0,16.0,56.0,13.0,218.0,27.0,16.0,43.0,11.0,26.0,9.0,,,,,,,,,,
2020-12-04,56,35,320.0,14,7.0,56.0,13.0,259.0,22.0,21.0,88.0,41.0,381.0,22.0,25.0,45.0,24.0,17.0,11.0,,,,,,,,,,
2020-12-03,49,17,143.0,21,11.0,30.0,6.0,130.0,16.0,8.0,62.0,21.0,202.0,24.0,17.0,27.0,11.0,13.0,7.0,,,,,,,,,,
2020-12-02,12,6,28.0,5,1.0,17.0,1.0,43.0,8.0,8.0,32.0,10.0,121.0,10.0,12.0,24.0,8.0,8.0,9.0,,,,,,,,,,
2020-12-01,41,23,134.0,14,4.0,28.0,2.0,151.0,16.0,10.0,55.0,26.0,222.0,17.0,12.0,32.0,14.0,15.0,9.0,,,,,,,,,,
2020-11-30,49,23,264.0,19,7.0,36.0,5.0,313.0,15.0,16.0,75.0,27.0,460.0,24.0,24.0,42.0,22.0,17.0,14.0,,,,,,,,,,
2020-11-29,17,8,110.0,6,3.0,25.0,8.0,145.0,6.0,11.0,30.0,9.0,173.0,8.0,13.0,17.0,3.0,7.0,8.0,,,,,,,,,,
2020-11-28,14,11,98.0,1,2.0,29.0,6.0,149.0,11.0,12.0,37.0,13.0,186.0,11.0,13.0,22.0,9.0,4.0,10.0,,,,,,,,,,
2020-11-27,140,31,259.0,103,6.0,24.0,4.0,128.0,11.0,9.0,155.0,32.0,310.0,109.0,14.0,119.0,29.0,104.0,10.0,,,,,,,,,,
2020-11-26,138,41,229.0,95,2.0,12.0,7.0,62.0,2.0,3.0,150.0,42.0,285.0,98.0,10.0,115.0,32.0,98.0,10.0,,,,,,,,,,
2020-11-25,71,40,333.0,28,3.0,46.0,22.0,272.0,16.0,8.0,101.0,48.0,517.0,33.0,20.0,51.0,23.0,19.0,18.0,,,,,,,,,,
2020-11-24,59,29,317.0,27,3.0,51.0,14.0,346.0,29.0,8.0,84.0,36.0,525.0,36.0,12.0,52.0,22.0,28.0,7.0,,,,,,,,,,
2020-11-23,31,21,204.0,8,2.0,33.0,18.0,260.0,10.0,5.0,55.0,28.0,382.0,17.0,10.0,25.0,12.0,8.0,9.0,,,,,,,,,,
2020-11-22,27,14,142.0,10,3.0,46.0,15.0,285.0,16.0,15.0,59.0,21.0,318.0,17.0,21.0,28.0,11.0,11.0,11.0,,,,,,,,,,
2020-11-21,25,13,140.0,10,2.0,23.0,6.0,104.0,14.0,3.0,36.0,13.0,178.0,18.0,5.0,22.0,10.0,12.0,5.0,,,,,,,,,,
2020-11-20,17,12,84.0,5,,33.0,6.0,189.0,21.0,6.0,39.0,16.0,170.0,18.0,5.0,32.0,13.0,17.0,4.0,,,,,,,,,,
2020-11-19,43,27,178.0,13,3.0,63.0,11.0,277.0,26.0,26.0,77.0,30.0,338.0,25.0,22.0,48.0,23.0,14.0,19.0,,,,,,,,,,
2020-11-18,31,16,153.0,10,5.0,52.0,12.0,362.0,22.0,18.0,67.0,22.0,430.0,22.0,23.0,39.0,16.0,14.0,20.0,,,,,,,,,,
2020-11-17,45,25,247.0,16,4.0,49.0,20.0,309.0,20.0,9.0,60.0,30.0,337.0,20.0,10.0,31.0,16.0,11.0,7.0,,,,,,,,,,
2020-11-16,15,10,101.0,4,1.0,25.0,9.0,135.0,10.0,6.0,32.0,13.0,177.0,10.0,9.0,19.0,7.0,7.0,7.0,,,,,,,,,,
2020-11-15,34,27,247.0,6,1.0,49.0,26.0,416.0,10.0,13.0,59.0,36.0,443.0,11.0,12.0,23.0,15.0,7.0,9.0,,,,,,,,,,
2020-11-14,50,32,406.0,17,1.0,70.0,38.0,625.0,22.0,10.0,72.0,43.0,613.0,22.0,7.0,20.0,10.0,9.0,4.0,,,,,,,,,,
