,defichain_Activity,defichain_Reply,defichain_Likes,defichain_Retweet,defichain_Tweet,dfi_Activity,dfi_Reply,dfi_Likes,dfi_Retweet,dfi_Tweet,overall_Activity,overall_Reply,overall_Likes,overall_Retweet,overall_Tweet,overall_UniqueUserOverall,overall_UniqueUserReply,overall_UniqueUserRetweet,overall_UniqueUserTweet,nativeDefi_Activity,nativeDefi_Reply,nativeDefi_Likes,nativeDefi_Retweet,nativeDefi_Tweet,hashtagDFI_Activity,hashtagDFI_Reply,hashtagDFI_Likes,hashtagDFI_Retweet,hashtagDFI_Tweet
2022-10-04,36,9,24.0,25,2.0,110.0,1.0,214.0,55.0,54.0,157.0,9.0,234.0,91.0,57.0,47.0,7.0,37.0,7.0,,,,,,41.0,0.0,93.0,19.0,22.0
2022-10-03,315,87,334.0,209,19.0,436.0,9.0,619.0,196.0,231.0,1061.0,138.0,2027.0,562.0,361.0,236.0,75.0,148.0,54.0,,,,,,448.0,21.0,1242.0,216.0,211.0
2022-10-02,581,215,1363.0,318,48.0,503.0,11.0,819.0,262.0,230.0,1234.0,229.0,2611.0,647.0,358.0,307.0,108.0,182.0,67.0,2.0,0.0,8.0,1.0,1.0,812.0,4.0,2262.0,396.0,412.0
2022-10-01,361,122,670.0,214,25.0,476.0,8.0,847.0,240.0,228.0,1048.0,183.0,2048.0,536.0,329.0,295.0,107.0,190.0,58.0,,,,,,944.0,10.0,1020.0,587.0,347.0
2022-09-30,153,44,234.0,89,20.0,359.0,6.0,744.0,157.0,196.0,972.0,92.0,1886.0,566.0,314.0,360.0,64.0,261.0,62.0,2.0,0.0,3.0,1.0,1.0,999.0,4.0,2977.0,446.0,549.0
2022-09-29,188,80,249.0,88,20.0,765.0,7.0,1024.0,224.0,534.0,1248.0,137.0,1333.0,687.0,424.0,267.0,89.0,148.0,67.0,,,,,,1469.0,87.0,5586.0,559.0,823.0
2022-09-28,310,128,460.0,161,21.0,668.0,9.0,963.0,316.0,343.0,1560.0,273.0,1902.0,823.0,464.0,487.0,164.0,284.0,100.0,2.0,0.0,8.0,1.0,1.0,2139.0,126.0,4042.0,1342.0,671.0
2022-09-27,472,231,881.0,208,33.0,889.0,13.0,1418.0,513.0,363.0,1804.0,312.0,3068.0,999.0,493.0,569.0,187.0,352.0,116.0,1.0,0.0,0.0,1.0,,1724.0,222.0,2502.0,890.0,612.0
2022-09-26,1034,311,1159.0,688,35.0,715.0,16.0,1041.0,422.0,277.0,1808.0,319.0,2498.0,959.0,530.0,741.0,212.0,502.0,212.0,2.0,0.0,9.0,1.0,1.0,1741.0,10.0,3990.0,863.0,868.0
2022-09-25,401,145,544.0,237,19.0,1039.0,20.0,1599.0,454.0,565.0,1403.0,159.0,2095.0,636.0,608.0,300.0,104.0,202.0,61.0,,,,,,1005.0,153.0,2424.0,342.0,510.0
2022-09-24,673,221,817.0,412,40.0,610.0,20.0,788.0,391.0,199.0,1124.0,226.0,1357.0,659.0,239.0,425.0,171.0,319.0,73.0,,,,,,3065.0,261.0,2767.0,2445.0,359.0
2022-09-23,2411,677,2206.0,1645,89.0,1284.0,15.0,708.0,1112.0,157.0,3017.0,663.0,3495.0,2024.0,330.0,1003.0,451.0,857.0,136.0,24.0,0.0,55.0,17.0,7.0,3319.0,24.0,5274.0,3181.0,114.0
2022-09-22,2979,334,5700.0,2251,394.0,3331.0,13.0,4782.0,2688.0,630.0,4065.0,307.0,6097.0,3061.0,697.0,441.0,129.0,271.0,114.0,137.0,0.0,160.0,115.0,22.0,576.0,29.0,730.0,477.0,70.0
2022-09-21,2696,151,3891.0,2148,397.0,2959.0,6.0,4032.0,2388.0,565.0,3206.0,142.0,4303.0,2467.0,597.0,334.0,77.0,205.0,100.0,147.0,0.0,173.0,122.0,25.0,608.0,45.0,585.0,501.0,62.0
2022-09-20,2940,432,4405.0,2178,330.0,3392.0,42.0,3376.0,2404.0,946.0,4418.0,393.0,5306.0,3096.0,929.0,424.0,150.0,281.0,90.0,107.0,0.0,116.0,89.0,18.0,1421.0,75.0,6373.0,1034.0,312.0
2022-09-19,2687,231,6480.0,2073,383.0,3458.0,9.0,3547.0,2545.0,904.0,3866.0,204.0,5720.0,2712.0,950.0,364.0,108.0,227.0,97.0,133.0,0.0,169.0,111.0,22.0,196.0,8.0,212.0,170.0,18.0
2022-09-18,2695,185,2914.0,2225,285.0,3366.0,20.0,2552.0,2446.0,900.0,3737.0,172.0,3365.0,2648.0,917.0,272.0,75.0,168.0,75.0,129.0,0.0,138.0,110.0,19.0,1204.0,9.0,185.0,1060.0,135.0
2022-09-17,2110,311,3340.0,1467,332.0,2054.0,24.0,2564.0,1559.0,471.0,2691.0,216.0,3593.0,1908.0,567.0,319.0,93.0,230.0,68.0,69.0,0.0,74.0,56.0,13.0,1723.0,6.0,2895.0,1558.0,159.0
2022-09-16,190,54,210.0,108,28.0,420.0,6.0,221.0,174.0,240.0,957.0,98.0,859.0,449.0,410.0,299.0,66.0,212.0,78.0,89.0,0.0,99.0,74.0,15.0,2119.0,144.0,1703.0,1709.0,266.0
2022-09-15,1947,221,2587.0,1483,243.0,2830.0,28.0,2680.0,1337.0,1465.0,3500.0,224.0,3901.0,1643.0,1633.0,370.0,118.0,229.0,103.0,149.0,0.0,162.0,125.0,24.0,1292.0,13.0,760.0,894.0,385.0
2022-09-14,813,88,1110.0,606,119.0,892.0,5.0,729.0,636.0,251.0,1235.0,92.0,1182.0,835.0,308.0,296.0,74.0,184.0,82.0,108.0,0.0,114.0,92.0,16.0,1392.0,50.0,1211.0,1051.0,291.0
2022-09-13,2111,185,4628.0,1548,378.0,2067.0,6.0,2525.0,1439.0,622.0,2569.0,206.0,3806.0,1676.0,687.0,541.0,114.0,389.0,115.0,142.0,0.0,152.0,121.0,21.0,1111.0,3.0,515.0,984.0,124.0
2022-09-12,803,151,1308.0,518,134.0,1132.0,7.0,1197.0,518.0,607.0,2000.0,255.0,3122.0,940.0,805.0,350.0,103.0,225.0,90.0,139.0,0.0,141.0,121.0,18.0,582.0,5.0,914.0,450.0,127.0
2022-09-11,1724,149,2717.0,1381,194.0,2163.0,19.0,2242.0,1773.0,371.0,2889.0,180.0,4076.0,2222.0,487.0,283.0,86.0,171.0,84.0,89.0,0.0,91.0,72.0,17.0,1332.0,9.0,734.0,1202.0,121.0
2022-09-10,2839,209,3411.0,2298,332.0,3563.0,17.0,3611.0,2244.0,1302.0,4083.0,230.0,4653.0,2557.0,1296.0,270.0,113.0,159.0,76.0,115.0,0.0,132.0,95.0,20.0,1700.0,201.0,2537.0,1396.0,103.0
2022-09-09,1231,259,1850.0,835,137.0,1041.0,19.0,831.0,547.0,475.0,1413.0,235.0,1416.0,661.0,517.0,219.0,93.0,97.0,69.0,93.0,0.0,117.0,79.0,14.0,1242.0,7.0,780.0,1017.0,218.0
2022-09-08,770,94,1600.0,519,157.0,1340.0,12.0,715.0,351.0,977.0,1938.0,102.0,992.0,452.0,1384.0,256.0,73.0,146.0,79.0,140.0,0.0,146.0,114.0,26.0,820.0,7.0,2007.0,677.0,136.0
2022-09-07,543,160,977.0,305,78.0,2283.0,15.0,765.0,239.0,2029.0,2803.0,201.0,1353.0,452.0,2150.0,358.0,112.0,201.0,95.0,85.0,0.0,81.0,72.0,13.0,987.0,38.0,1350.0,792.0,157.0
2022-09-06,1487,719,4088.0,679,89.0,1014.0,42.0,1709.0,482.0,490.0,3151.0,625.0,5628.0,1577.0,949.0,944.0,323.0,607.0,160.0,70.0,0.0,90.0,58.0,12.0,1721.0,244.0,5243.0,1075.0,402.0
2022-09-05,865,281,2441.0,511,73.0,1392.0,49.0,2781.0,844.0,499.0,2639.0,380.0,5984.0,1555.0,704.0,734.0,207.0,489.0,165.0,90.0,0.0,100.0,73.0,17.0,850.0,62.0,1842.0,492.0,296.0
2022-09-04,1064,364,3330.0,627,73.0,1970.0,43.0,1636.0,625.0,1302.0,3413.0,532.0,6343.0,1384.0,1497.0,682.0,284.0,414.0,135.0,120.0,0.0,119.0,99.0,21.0,652.0,62.0,3423.0,309.0,281.0
2022-09-03,776,334,1300.0,394,48.0,1850.0,28.0,974.0,559.0,1263.0,3002.0,476.0,2977.0,1008.0,1518.0,622.0,341.0,369.0,102.0,102.0,0.0,108.0,85.0,17.0,648.0,198.0,1434.0,309.0,141.0
2022-09-02,1088,152,2108.0,808,128.0,3414.0,68.0,4102.0,1739.0,1607.0,3884.0,257.0,4978.0,2042.0,1585.0,327.0,103.0,194.0,93.0,22.0,0.0,32.0,16.0,6.0,533.0,26.0,537.0,465.0,42.0
2022-09-01,703,242,1260.0,418,43.0,4189.0,83.0,2648.0,814.0,3292.0,4649.0,322.0,4136.0,1216.0,3111.0,294.0,81.0,156.0,115.0,10.0,0.0,23.0,6.0,4.0,832.0,22.0,992.0,467.0,343.0
2022-08-31,2950,451,5241.0,2067,432.0,3131.0,9.0,3318.0,1844.0,1278.0,4130.0,322.0,5325.0,2393.0,1415.0,342.0,142.0,182.0,92.0,126.0,0.0,155.0,104.0,22.0,947.0,12.0,1420.0,710.0,225.0
2022-08-30,2819,685,6275.0,1725,409.0,3894.0,32.0,2926.0,1932.0,1930.0,4485.0,552.0,5582.0,2078.0,1855.0,408.0,201.0,215.0,85.0,105.0,0.0,116.0,87.0,18.0,1203.0,90.0,351.0,1100.0,13.0
2022-08-29,2009,351,3209.0,1486,172.0,2265.0,31.0,1826.0,1580.0,654.0,2792.0,343.0,3665.0,1644.0,805.0,418.0,173.0,207.0,97.0,102.0,0.0,129.0,86.0,16.0,842.0,134.0,205.0,593.0,115.0
2022-08-28,129,31,71.0,88,10.0,1255.0,9.0,255.0,210.0,1036.0,1864.0,68.0,557.0,354.0,1442.0,245.0,58.0,157.0,69.0,98.0,1.0,94.0,82.0,15.0,837.0,47.0,990.0,717.0,73.0
2022-08-27,138,58,156.0,69,11.0,1288.0,9.0,217.0,164.0,1115.0,1680.0,114.0,794.0,346.0,1220.0,256.0,79.0,155.0,67.0,84.0,0.0,107.0,68.0,16.0,1031.0,4.0,1389.0,830.0,197.0
2022-08-26,480,125,996.0,293,62.0,3326.0,19.0,1401.0,695.0,2612.0,3444.0,128.0,2025.0,936.0,2380.0,268.0,88.0,135.0,94.0,63.0,0.0,67.0,50.0,13.0,410.0,5.0,480.0,238.0,167.0
2022-08-25,1429,629,5541.0,696,104.0,2695.0,40.0,1406.0,799.0,1856.0,3456.0,350.0,3594.0,1194.0,1912.0,498.0,130.0,292.0,131.0,15.0,0.0,18.0,9.0,6.0,485.0,45.0,1088.0,195.0,245.0
2022-08-24,1319,337,3916.0,676,306.0,4894.0,60.0,1799.0,1186.0,3648.0,5446.0,288.0,3544.0,1559.0,3599.0,692.0,167.0,491.0,121.0,18.0,0.0,81.0,10.0,8.0,1158.0,60.0,935.0,589.0,509.0
2022-08-23,1011,276,5239.0,491,244.0,4481.0,47.0,1665.0,1092.0,3342.0,5105.0,256.0,3144.0,1435.0,3414.0,556.0,145.0,401.0,127.0,13.0,0.0,17.0,7.0,6.0,1852.0,72.0,3724.0,806.0,974.0
2022-08-22,1638,720,2647.0,692,226.0,3773.0,19.0,1533.0,946.0,2808.0,4558.0,310.0,3108.0,1242.0,3006.0,463.0,135.0,265.0,142.0,8.0,0.0,9.0,4.0,4.0,1939.0,121.0,1250.0,858.0,960.0
2022-08-21,1470,243,5689.0,973,254.0,2609.0,22.0,1555.0,814.0,1773.0,3087.0,191.0,2362.0,1008.0,1888.0,346.0,113.0,203.0,99.0,16.0,0.0,42.0,14.0,2.0,1748.0,91.0,1661.0,829.0,828.0
2022-08-20,1843,794,4501.0,755,294.0,4087.0,37.0,1970.0,858.0,3192.0,4519.0,332.0,3042.0,1017.0,3170.0,346.0,147.0,176.0,89.0,8.0,0.0,7.0,3.0,5.0,2294.0,88.0,1318.0,1004.0,1202.0
2022-08-19,1988,906,4124.0,923,159.0,3712.0,10.0,1682.0,910.0,2792.0,4230.0,371.0,3310.0,1245.0,2614.0,297.0,120.0,129.0,90.0,1.0,0.0,0.0,0.0,1.0,1667.0,10.0,2093.0,852.0,805.0
2022-08-18,1725,514,6339.0,937,274.0,2361.0,16.0,1366.0,689.0,1656.0,3179.0,239.0,3573.0,1107.0,1833.0,315.0,97.0,174.0,89.0,16.0,0.0,19.0,11.0,5.0,1656.0,118.0,2744.0,960.0,578.0
2022-08-17,3003,768,6228.0,1996,239.0,3739.0,31.0,1127.0,745.0,2963.0,4478.0,291.0,3593.0,1415.0,2772.0,497.0,108.0,353.0,84.0,12.0,0.0,17.0,6.0,6.0,1746.0,17.0,869.0,1404.0,325.0
2022-08-16,1079,342,1111.0,634,103.0,3398.0,8.0,817.0,398.0,2992.0,3845.0,161.0,1308.0,646.0,3038.0,214.0,85.0,105.0,70.0,6.0,0.0,10.0,2.0,4.0,1137.0,3.0,538.0,755.0,379.0
2022-08-15,1190,175,5503.0,601,414.0,3349.0,4.0,1670.0,606.0,2739.0,3770.0,97.0,2143.0,820.0,2853.0,231.0,59.0,121.0,71.0,13.0,0.0,20.0,6.0,7.0,1370.0,66.0,2208.0,849.0,455.0
2022-08-14,1782,321,2475.0,941,520.0,3483.0,31.0,1605.0,676.0,2776.0,3866.0,121.0,2155.0,910.0,2835.0,262.0,46.0,173.0,70.0,21.0,0.0,29.0,12.0,9.0,1650.0,2.0,610.0,1118.0,530.0
2022-08-13,2521,763,8591.0,1438,320.0,3316.0,7.0,1936.0,675.0,2634.0,3785.0,176.0,2733.0,991.0,2618.0,356.0,92.0,249.0,67.0,6.0,0.0,16.0,2.0,4.0,1403.0,88.0,2708.0,686.0,629.0
2022-08-12,1867,756,7224.0,730,381.0,3385.0,5.0,1004.0,459.0,2921.0,3745.0,184.0,2002.0,741.0,2820.0,258.0,74.0,136.0,73.0,10.0,0.0,19.0,4.0,6.0,1857.0,22.0,2621.0,951.0,884.0
2022-08-11,3088,385,8813.0,2200,503.0,3000.0,19.0,1377.0,855.0,2126.0,3469.0,144.0,2693.0,1319.0,2006.0,298.0,85.0,177.0,79.0,17.0,0.0,11.0,12.0,5.0,1213.0,104.0,5152.0,629.0,480.0
2022-08-10,2193,891,3611.0,1152,150.0,2626.0,47.0,1294.0,755.0,1824.0,3769.0,451.0,3665.0,1553.0,1765.0,465.0,189.0,268.0,96.0,44.0,0.0,70.0,36.0,8.0,1120.0,61.0,760.0,847.0,212.0
2022-08-09,2832,636,7831.0,1924,272.0,3371.0,20.0,1401.0,1260.0,2091.0,3877.0,356.0,3760.0,1533.0,1988.0,843.0,190.0,675.0,84.0,20.0,0.0,55.0,12.0,8.0,613.0,99.0,802.0,288.0,226.0
2022-08-08,1913,377,1957.0,1427,109.0,3060.0,33.0,1707.0,1352.0,1675.0,3675.0,288.0,2688.0,1549.0,1838.0,748.0,131.0,557.0,133.0,13.0,0.0,38.0,8.0,5.0,1008.0,67.0,779.0,451.0,490.0
2022-08-07,2490,551,4107.0,1779,160.0,2654.0,40.0,1962.0,1622.0,992.0,3240.0,324.0,3219.0,1699.0,1217.0,795.0,133.0,565.0,172.0,18.0,0.0,47.0,10.0,8.0,949.0,149.0,809.0,364.0,436.0
2022-08-06,2745,507,996.0,2147,91.0,2742.0,8.0,995.0,2081.0,653.0,3285.0,439.0,2238.0,2196.0,650.0,1040.0,182.0,905.0,88.0,16.0,0.0,17.0,8.0,8.0,959.0,150.0,327.0,686.0,123.0
2022-08-05,4142,773,1989.0,3284,85.0,4053.0,36.0,2355.0,3338.0,679.0,4915.0,738.0,3165.0,3528.0,649.0,2031.0,342.0,1845.0,101.0,6.0,0.0,8.0,3.0,3.0,2448.0,93.0,2458.0,849.0,1506.0
2022-08-04,1487,387,2954.0,923,177.0,2155.0,43.0,2303.0,1355.0,757.0,2774.0,405.0,4156.0,1561.0,808.0,559.0,173.0,385.0,98.0,7.0,0.0,6.0,4.0,3.0,2674.0,357.0,3356.0,1063.0,1254.0
2022-08-03,1398,663,10695.0,616,119.0,1931.0,75.0,1870.0,1125.0,731.0,2598.0,488.0,6802.0,1345.0,765.0,370.0,144.0,213.0,68.0,17.0,0.0,24.0,8.0,9.0,2383.0,333.0,3449.0,871.0,1179.0
2022-08-02,1512,439,4330.0,923,150.0,1085.0,11.0,700.0,684.0,390.0,1909.0,355.0,3635.0,1106.0,448.0,270.0,109.0,162.0,58.0,17.0,0.0,26.0,11.0,6.0,735.0,117.0,237.0,498.0,120.0
2022-08-01,1286,335,2266.0,779,172.0,2257.0,12.0,3292.0,1535.0,710.0,2575.0,252.0,4922.0,1735.0,588.0,339.0,71.0,261.0,51.0,24.0,0.0,29.0,15.0,9.0,1004.0,229.0,967.0,668.0,107.0
2022-07-31,1861,499,4211.0,888,474.0,1922.0,90.0,4143.0,1097.0,735.0,2105.0,338.0,4896.0,1121.0,646.0,241.0,57.0,160.0,44.0,22.0,1.0,30.0,14.0,7.0,892.0,268.0,4269.0,500.0,124.0
2022-07-30,1870,349,4036.0,1415,106.0,1494.0,46.0,2404.0,920.0,528.0,,,,,,,,,,8.0,0.0,15.0,5.0,3.0,256.0,18.0,346.0,226.0,12.0
2022-07-29,1674,375,3566.0,1122,177.0,2069.0,10.0,2643.0,1048.0,1011.0,2634.0,294.0,3814.0,1489.0,851.0,307.0,78.0,192.0,66.0,12.0,0.0,25.0,6.0,6.0,1566.0,6.0,877.0,1186.0,374.0
2022-07-28,2895,719,9445.0,1955,221.0,2221.0,110.0,2737.0,1330.0,781.0,3211.0,514.0,7755.0,1956.0,741.0,429.0,98.0,318.0,77.0,8.0,0.0,17.0,4.0,4.0,846.0,192.0,2421.0,491.0,163.0
2022-07-27,1468,268,4059.0,984,216.0,2178.0,86.0,1993.0,1422.0,670.0,1945.0,220.0,3095.0,1267.0,458.0,310.0,58.0,200.0,82.0,15.0,0.0,41.0,7.0,8.0,276.0,13.0,591.0,179.0,84.0
2022-07-26,1607,419,5581.0,929,259.0,1941.0,10.0,4154.0,1055.0,876.0,2267.0,335.0,4554.0,1150.0,782.0,370.0,87.0,218.0,110.0,13.0,0.0,41.0,6.0,7.0,457.0,14.0,6538.0,303.0,140.0
2022-07-25,1869,295,2503.0,1215,359.0,3004.0,22.0,11445.0,2185.0,797.0,2951.0,220.0,7339.0,1671.0,1060.0,403.0,94.0,187.0,159.0,8.0,0.0,24.0,3.0,5.0,201.0,31.0,183.0,145.0,25.0
2022-07-24,3495,746,3604.0,2719,30.0,2761.0,86.0,2323.0,2248.0,427.0,2842.0,402.0,2986.0,2048.0,392.0,636.0,136.0,537.0,64.0,7.0,0.0,15.0,4.0,3.0,475.0,61.0,1214.0,340.0,74.0
2022-07-23,1201,318,1175.0,834,49.0,1340.0,82.0,1710.0,1088.0,170.0,1543.0,305.0,1987.0,1048.0,190.0,436.0,154.0,279.0,82.0,5.0,0.0,12.0,2.0,3.0,1197.0,435.0,1104.0,703.0,59.0
2022-07-22,1208,446,3997.0,677,85.0,1715.0,98.0,9532.0,1187.0,430.0,2438.0,491.0,10665.0,1594.0,353.0,415.0,134.0,283.0,89.0,15.0,0.0,27.0,10.0,5.0,763.0,152.0,879.0,501.0,110.0
2022-07-21,1175,315,2202.0,723,137.0,1666.0,12.0,1738.0,1093.0,561.0,1715.0,245.0,2900.0,1045.0,425.0,281.0,75.0,169.0,73.0,3.0,0.0,6.0,2.0,1.0,127.0,12.0,295.0,14.0,101.0
2022-07-20,1717,679,4371.0,712,326.0,1364.0,220.0,11193.0,612.0,532.0,1984.0,548.0,9770.0,929.0,507.0,251.0,90.0,128.0,71.0,10.0,0.0,32.0,4.0,6.0,166.0,4.0,66.0,151.0,11.0
2022-07-19,2242,714,8262.0,1157,371.0,1091.0,142.0,2511.0,660.0,289.0,2150.0,581.0,6106.0,1181.0,388.0,265.0,101.0,178.0,60.0,16.0,0.0,40.0,9.0,7.0,422.0,21.0,2004.0,292.0,109.0
2022-07-18,1507,562,3398.0,698,247.0,2107.0,78.0,4235.0,1167.0,862.0,2066.0,376.0,4231.0,1142.0,548.0,220.0,79.0,108.0,73.0,7.0,0.0,30.0,3.0,4.0,372.0,200.0,1349.0,96.0,76.0
2022-07-17,1267,272,2827.0,726,269.0,1860.0,10.0,2202.0,1266.0,584.0,1781.0,200.0,2780.0,1148.0,433.0,155.0,49.0,93.0,43.0,10.0,0.0,25.0,5.0,5.0,529.0,104.0,218.0,417.0,8.0
2022-07-16,1343,249,2541.0,799,295.0,1972.0,5.0,2289.0,1409.0,558.0,2257.0,198.0,3271.0,1583.0,476.0,205.0,66.0,118.0,66.0,13.0,0.0,20.0,7.0,6.0,627.0,19.0,213.0,593.0,15.0
2022-07-15,2634,524,5193.0,1871,239.0,2769.0,84.0,2065.0,1924.0,761.0,3028.0,402.0,4131.0,1956.0,670.0,214.0,62.0,129.0,55.0,13.0,0.0,11.0,10.0,3.0,451.0,198.0,359.0,243.0,10.0
2022-07-14,707,34,1227.0,341,332.0,386.0,5.0,555.0,230.0,151.0,1227.0,92.0,1391.0,753.0,382.0,135.0,41.0,71.0,39.0,12.0,0.0,33.0,7.0,5.0,739.0,279.0,1467.0,246.0,214.0
2022-07-13,3201,1567,6104.0,1426,208.0,1135.0,12.0,1118.0,679.0,444.0,4172.0,861.0,3790.0,2861.0,450.0,518.0,115.0,417.0,45.0,15.0,0.0,41.0,8.0,7.0,949.0,3.0,202.0,935.0,11.0
2022-07-12,2111,1282,6741.0,472,357.0,1381.0,18.0,1266.0,846.0,517.0,2256.0,549.0,5520.0,1313.0,394.0,421.0,90.0,309.0,57.0,4.0,0.0,9.0,2.0,2.0,238.0,17.0,223.0,137.0,84.0
2022-07-11,1573,82,2106.0,1283,208.0,3988.0,69.0,3759.0,2307.0,1612.0,2672.0,155.0,3474.0,1613.0,904.0,319.0,75.0,201.0,78.0,16.0,0.0,26.0,8.0,8.0,1402.0,7.0,1538.0,931.0,464.0
2022-07-10,1518,264,9343.0,996,258.0,1488.0,124.0,1788.0,870.0,494.0,2191.0,227.0,5401.0,1497.0,467.0,339.0,58.0,259.0,64.0,14.0,0.0,16.0,8.0,6.0,647.0,95.0,378.0,408.0,144.0
2022-07-09,1618,253,4481.0,1253,112.0,1252.0,10.0,1038.0,825.0,417.0,1845.0,187.0,3214.0,1251.0,407.0,254.0,93.0,170.0,56.0,8.0,0.0,15.0,5.0,3.0,742.0,230.0,559.0,504.0,8.0
2022-07-08,1543,739,2916.0,676,128.0,1881.0,10.0,3605.0,1336.0,535.0,2217.0,426.0,5192.0,1324.0,467.0,254.0,73.0,134.0,76.0,5.0,0.0,8.0,3.0,2.0,504.0,149.0,745.0,345.0,10.0
2022-07-07,1785,747,7395.0,813,225.0,1988.0,117.0,6097.0,1037.0,834.0,2471.0,445.0,6266.0,1343.0,683.0,390.0,93.0,271.0,75.0,23.0,0.0,35.0,12.0,11.0,371.0,19.0,367.0,201.0,151.0
2022-07-06,2805,1030,12856.0,1463,312.0,1455.0,57.0,2450.0,818.0,580.0,2336.0,545.0,8739.0,1332.0,459.0,466.0,165.0,269.0,109.0,6.0,0.0,14.0,3.0,3.0,207.0,23.0,146.0,128.0,56.0
2022-07-05,1285,346,1540.0,807,132.0,1947.0,9.0,1645.0,1259.0,679.0,2022.0,293.0,2330.0,1236.0,493.0,454.0,95.0,290.0,138.0,10.0,0.0,14.0,5.0,5.0,138.0,12.0,112.0,117.0,9.0
2022-07-04,1144,419,1623.0,624,101.0,2692.0,85.0,1859.0,1792.0,815.0,2341.0,364.0,3866.0,1463.0,514.0,432.0,87.0,296.0,95.0,8.0,0.0,11.0,4.0,4.0,160.0,110.0,259.0,41.0,9.0
2022-07-03,1379,228,5190.0,795,356.0,2399.0,160.0,2206.0,1806.0,433.0,2280.0,304.0,4168.0,1593.0,383.0,373.0,89.0,280.0,59.0,20.0,0.0,24.0,11.0,9.0,212.0,86.0,133.0,93.0,33.0
2022-07-02,1469,442,1855.0,995,32.0,911.0,72.0,557.0,660.0,179.0,1554.0,357.0,2209.0,943.0,254.0,226.0,77.0,155.0,47.0,11.0,0.0,11.0,6.0,5.0,331.0,62.0,409.0,218.0,51.0
2022-07-01,1337,404,2205.0,720,213.0,1031.0,7.0,4643.0,583.0,441.0,1817.0,295.0,4102.0,1105.0,417.0,186.0,49.0,116.0,60.0,9.0,0.0,10.0,5.0,4.0,292.0,3.0,460.0,218.0,71.0
2022-06-30,1746,355,6616.0,1165,226.0,2314.0,95.0,1381.0,1759.0,460.0,2222.0,241.0,5143.0,1457.0,524.0,236.0,75.0,158.0,50.0,6.0,0.0,8.0,3.0,3.0,349.0,12.0,127.0,320.0,17.0
2022-06-29,1466,254,6585.0,685,527.0,1959.0,217.0,4253.0,1067.0,675.0,1893.0,237.0,4106.0,1120.0,536.0,195.0,66.0,104.0,52.0,17.0,0.0,22.0,10.0,7.0,194.0,162.0,140.0,22.0,10.0
2022-06-28,2308,568,1828.0,1593,147.0,2459.0,227.0,1471.0,1717.0,515.0,2635.0,473.0,2249.0,1843.0,319.0,261.0,103.0,167.0,58.0,21.0,0.0,22.0,16.0,5.0,1001.0,3.0,221.0,979.0,19.0
2022-06-27,1794,542,2576.0,1121,131.0,2154.0,184.0,4790.0,1052.0,918.0,2570.0,438.0,4128.0,1590.0,542.0,443.0,102.0,342.0,64.0,16.0,0.0,41.0,9.0,7.0,223.0,3.0,145.0,207.0,13.0
2022-06-26,529,259,1673.0,92,178.0,1214.0,11.0,1460.0,644.0,559.0,1225.0,288.0,1928.0,558.0,379.0,197.0,88.0,98.0,49.0,8.0,0.0,19.0,4.0,4.0,437.0,198.0,1688.0,230.0,9.0
2022-06-25,1589,435,1732.0,963,191.0,1247.0,10.0,5002.0,1009.0,228.0,1964.0,397.0,4505.0,1279.0,288.0,242.0,81.0,176.0,52.0,7.0,0.0,7.0,4.0,3.0,1161.0,11.0,112.0,1142.0,8.0
2022-06-24,3040,492,7261.0,2272,276.0,2753.0,83.0,3074.0,2361.0,309.0,2904.0,320.0,7646.0,2166.0,418.0,302.0,114.0,206.0,71.0,7.0,0.0,16.0,4.0,3.0,2810.0,4.0,8936.0,2113.0,693.0
2022-06-23,1870,466,3378.0,1187,217.0,1505.0,221.0,2785.0,817.0,467.0,1940.0,390.0,4312.0,1194.0,356.0,277.0,83.0,180.0,59.0,4.0,0.0,8.0,3.0,1.0,500.0,9.0,126.0,476.0,15.0
2022-06-22,1553,271,4696.0,1080,202.0,2177.0,60.0,1875.0,1706.0,411.0,2367.0,277.0,5228.0,1738.0,352.0,283.0,73.0,171.0,75.0,14.0,0.0,11.0,11.0,3.0,1373.0,12.0,11767.0,1137.0,224.0
2022-06-21,1613,489,2764.0,976,148.0,1982.0,78.0,1913.0,1368.0,536.0,2185.0,441.0,4685.0,1406.0,338.0,385.0,132.0,268.0,58.0,16.0,0.0,17.0,13.0,3.0,285.0,13.0,65.0,260.0,12.0
2022-06-20,2381,788,7923.0,1269,324.0,1944.0,80.0,5117.0,1592.0,272.0,2291.0,581.0,5679.0,1392.0,318.0,310.0,112.0,183.0,70.0,12.0,0.0,35.0,7.0,5.0,113.0,14.0,147.0,58.0,41.0
2022-06-19,1558,580,10231.0,941,37.0,2048.0,136.0,3234.0,1621.0,291.0,2188.0,441.0,6484.0,1410.0,337.0,225.0,84.0,128.0,76.0,20.0,0.0,27.0,16.0,4.0,174.0,16.0,118.0,117.0,41.0
2022-06-18,2205,797,8695.0,1065,343.0,1474.0,135.0,6995.0,895.0,444.0,1947.0,560.0,7423.0,1063.0,324.0,252.0,109.0,132.0,42.0,7.0,0.0,20.0,4.0,3.0,158.0,8.0,272.0,116.0,34.0
2022-06-17,1925,390,2076.0,1422,113.0,2058.0,158.0,1713.0,1397.0,503.0,2350.0,366.0,2759.0,1627.0,357.0,322.0,88.0,213.0,65.0,21.0,0.0,21.0,15.0,6.0,239.0,10.0,82.0,221.0,8.0
