date,nbMnId,nbOtherId,fundDFI,mnDFI,otherDFI,foundationDFI,nbMnGenesisId,mnGenesisDFI,nbMnCakeId,mnCakeDFI,erc20DFI,burnedDFI,tokenDFI,nbMydefichainId,mnMydefichainDFI,nbMNlocked10,nbMNlocked5
2021-03-27,15175,8689,11775748.56965951,310895883.92185736,91993873.95769624,273714000.0009,2,1273936.98234049,15150.0,309139741.9173226,800000.0,0.0,8164583.554512071,1.0,20000.0,,
2021-03-28,15178,8683,11820026.06965951,311255702.1603111,91981853.43890704,273714000.0009,2,1273936.98234049,15150.0,309438770.1495615,800000.0,0.0,8137412.248626951,1.0,20135.00192185,,
2021-03-29,15180,8723,11867089.56965951,311614200.5950447,91905296.4700636,273714000.0009,2,1273936.98234049,15150.0,309757373.58523846,800000.0,0.0,8115033.025840099,1.0,20000.0,,
2021-03-30,15186,8860,11913635.66965951,312049275.1471175,91874391.52013116,273714000.0009,2,1273936.98234049,15150.0,310072603.00046825,800000.0,0.0,7940438.785930259,1.0,20000.0,,
2021-03-31,15186,8900,11959863.36965951,312362344.43173844,92026599.59101295,273714000.0009,2,1273936.98234049,15150.0,310385267.28322834,800000.0,0.0,7752095.24618791,1.0,20135.0007129,,
2021-04-01,15185,8908,12004936.86965951,312647843.0785732,92084632.44732931,273714000.0009,2,1273936.98234049,15150.0,310690506.06462127,800000.0,0.0,7573197.009996189,1.0,20135.0007129,,
2021-04-02,15185,8944,12052060.06965951,312967121.79102254,92092544.37502016,273714000.0009,2,1273936.98234049,15150.0,311009649.7754357,800000.0,0.0,7435231.29228773,1.0,20135.0007129,,
2021-04-03,15185,8901,12099024.06965951,313285455.25012773,92095017.05121398,273714000.0009,2,1273936.98234049,15150.0,311327308.2429278,800000.0,0.0,7412248.506765401,1.0,20135.0007129,,
2021-04-04,15185,8937,12144774.16965951,313595303.5183716,92177312.95335846,273714000.0009,2,1273936.98234049,15150.0,311637001.51233804,800000.0,0.0,7145182.099113651,1.0,20135.0007129,,
2021-04-05,15173,8961,12183559.26965951,313617051.03809714,92453010.80214672,273714000.0009,2,1273936.98234049,15150.0,311899309.0360224,800000.0,0.0,2566374.5263378806,1.0,20135.0007129,,
2021-04-06,15186,9085,12225906.46965951,314165007.650432,92137560.37405272,273714000.0009,2,1273936.98234049,15150.0,312186050.6437254,800000.0,0.0,7024161.30536575,2.0,40270.00252506,,
2021-04-07,15185,9186,12272372.96965951,314459832.8192525,92049710.96327049,273714000.0009,2,1273936.98234049,15150.0,312501145.7038068,800000.0,0.0,6713788.824995391,2.0,40270.00252506,,
2021-04-08,15186,9158,12317685.26965951,314786432.8700993,92055675.50593065,273714000.0009,2,1273936.98234049,15150.0,312807599.8272767,800000.0,0.0,6634466.47501963,2.0,40270.00046955,,
2021-04-09,15189,9150,12362898.06965951,315153032.54170656,92014926.00418028,273714000.0009,2,1273936.98234049,15150.0,313113648.49667686,800000.0,0.0,6621792.316209278,4.0,80270.00046955,,
2021-04-10,15191,9065,12408807.36965951,315503421.3944044,92016651.4939203,273714000.0009,2,1273936.98234049,15150.0,313424422.35061395,800000.0,0.0,6756627.661575112,6.0,120270.00046955,,
2021-04-11,15191,9073,12454497.76965951,315812575.8560592,92493443.20591936,273714000.0009,2,1273936.98234049,15150.0,313733306.81134266,800000.0,0.0,6720292.3719628295,6.0,120270.00202946,,
2021-04-12,15193,9065,12500725.46965951,316166184.5611676,92426261.43662477,273714000.0009,2,1273936.98234049,15150.0,314046780.5162544,800000.0,0.0,6559187.775764201,6.0,120270.00202946,,
2021-04-13,15196,9091,12547172.06965951,316540739.5482214,92541664.61910962,273714000.0009,2,1273936.98234049,15150.0,314360929.5028749,800000.0,0.0,6458829.4818404,8.0,160135.00143938,,
2021-04-14,15198,9172,12593240.56965951,316893269.06157273,92299913.51227789,273714000.0009,2,1273936.98234049,15150.0,314672243.99429286,800000.0,0.0,6366888.249184391,8.0,160135.00143938,,
2021-04-15,15201,9229,12638950.86965951,317262694.1700107,92139769.97379205,273714000.0009,2,1273936.98234049,15150.0,314982074.1030484,800000.0,0.0,6296755.33643152,8.0,160135.00143938,,
2021-04-16,15202,9254,12684899.96965951,317593572.62214845,92062426.7433294,273714000.0009,2,1273936.98234049,15150.0,315293118.3936714,800000.0,0.0,6269163.38888252,8.0,160270.01048312,,
2021-04-17,15201,9260,12730212.26965951,317880432.67667913,92020738.39003168,273714000.0009,2,1273936.98234049,15150.0,315599708.4561551,800000.0,0.0,6269859.959482611,8.0,160000.0,,
2021-04-18,15201,9257,12775982.26965951,318190531.7830436,92071326.53400736,273714000.0009,2,1273936.98234049,15150.0,315909942.57774013,800000.0,0.0,6187168.501516339,8.0,160135.00087658002,,
2021-04-19,15201,9370,12820399.06965951,318491045.0200511,92029768.60200442,273714000.0009,2,1273936.98234049,15150.0,316210321.8135089,800000.0,0.0,6170120.26520785,8.0,160000.0,,
2021-04-20,15203,9410,12867164.06965951,318847624.2197828,91999848.34744282,273714000.0009,2,1273936.98234049,15150.0,316526226.19855905,800000.0,0.0,6055968.58227891,9.0,180000.0,,
2021-04-21,15202,9400,12913252.46965951,319139748.6381998,91954235.6378162,273714000.0009,2,1273936.98234049,15150.0,316837810.6149056,800000.0,0.0,5921761.15568304,9.0,180000.0,,
2021-04-22,13063,11589,12958644.36965951,274686671.7785014,136561202.8660966,273714000.0009,2,1273936.98234049,13011.0,272383518.6970772,800000.0,1.008125,5658915.737824581,9.0,180270.02419134,,
2021-04-23,9486,15199,13004056.16965951,200010572.65425488,211777675.68581027,273714000.0009,2,1273936.98234049,9424.0,197507834.60045192,800000.0,1.008125,5560348.311257621,19.0,380135.0,,
2021-04-24,7421,17448,12968806.71952054,157009426.68742573,255675448.85439187,273714000.0009,2,1273936.98234049,7350.0,154325734.02851358,800000.0,1.008125,5388520.07770449,26.0,520135.0,,
2021-04-25,7423,17467,13015392.61952054,157347807.09980267,100063928.89270082,273714000.0009,2,1258156.96915431,7350.0,154639073.6194651,800000.0,156000001.008125,5408312.02679509,26.0,520135.00013468,,
2021-04-26,7426,17581,13061719.81952054,157720335.9288092,100103075.6955877,273714000.0009,2,1258156.96915431,7350.0,154951062.42555815,800000.0,156000001.008125,5209377.564401879,28.0,560675.00194409,,
2021-04-27,7432,17557,13108007.21952054,158151902.0854075,100437770.77520928,265713999.9006,2,1258156.96915431,7350.0,155261838.01896632,800000.0,156000001.008125,13193548.906427588,31.0,620945.6433561901,,
2021-04-28,7431,17816,13153936.41952054,158440382.41418892,100623770.970952,265713999.9006,2,1258156.96915431,7350.0,155568967.3094931,800000.0,156000001.008125,13102032.12112652,31.0,621215.67651038,,
2021-04-29,7435,17709,13199925.31952054,158828312.18930978,100656009.51971623,265713999.9006,2,1258156.96915431,7350.0,155877446.6117218,800000.0,156000001.008125,13020704.24333889,33.0,660945.64966465,,
2021-04-30,7442,17809,13244998.81952054,159251381.5068645,100647900.52504914,265713999.9006,2,1258156.96915431,7350.0,156180390.94278222,800000.0,156000001.008125,12918360.60000194,38.0,760540.63765066,,
2021-05-01,7443,18033,13291544.91952054,159561962.22947282,100875326.45338015,265713999.9006,2,1239046.96899348,7350.0,156491570.89968365,800000.0,156000001.008125,0.0,38.0,760946.2089877201,,
2021-05-02,7445,18237,13336976.61952054,159907335.93553063,100945542.65863612,265713999.9006,2,1239046.96899348,7350.0,156795190.11843216,800000.0,156000001.008125,12556470.756894264,39.0,781215.687655,,
2021-05-03,7446,18041,13381652.11952054,160226364.5147146,100983038.78727783,265713999.9006,2,1239046.96899348,7350.0,157093678.69625437,800000.0,156000001.008125,12352907.2219725,40.0,801485.68226424,,
2021-05-04,7465,18216,13426904.71952054,160905827.7810406,100559849.53657097,265713999.9006,2,1195561.96876632,7350.0,157396489.12599334,800000.0,156000001.008125,12467373.469809989,41.0,821485.6851302399,,
2021-05-05,7473,18437,13473072.71952054,161334713.7790559,100667318.00934096,265713999.9006,2,1195561.96876632,7350.0,157704700.9241883,800000.0,156000001.008125,12244563.545302233,42.0,841350.6952240099,,
2021-05-06,7499,18361,13518962.11952054,162163735.1500594,100424832.56861567,265713999.9006,2,1195561.96876632,7350.0,158011427.2214894,800000.0,156000001.008125,12187129.740829982,45.0,901350.6634426,,
2021-05-07,7501,18441,13564592.81952054,162509920.0430302,100716190.01882032,265713999.9006,2,1195561.96876632,7350.0,158313832.07986698,800000.0,156000001.008125,12062868.503858728,46.0,921755.69344261,,
2021-05-08,7627,19037,13609467.31952054,167135367.90746775,96536631.3907226,265713999.9006,2,1195561.96876632,7350.0,158610971.91817388,800000.0,156000001.008125,11866266.09131848,46.0,921485.68527472,,
2021-05-09,7772,19164,13656053.21952054,171509270.0114251,92611923.89731786,265713999.9006,2,1195561.96876632,7350.0,158921206.01446784,800000.0,156000001.008125,11792209.100324469,46.0,922430.68945695,,
2021-05-10,7843,19133,13701445.11952054,173393916.23104823,91257854.09411453,265713999.9006,2,1195561.96876632,7350.0,159224015.61224395,800000.0,156000001.008125,11480784.48449108,46.0,922835.71738663,,
2021-05-11,7845,19446,13746717.61952054,173734701.33270094,91346186.68240435,265713999.9006,2,1195561.96876632,7350.0,159527366.12735307,800000.0,156000001.008125,11315137.234952657,49.0,981621.14241564,,
2021-05-12,7845,19369,13793243.81952054,174047365.54454118,91460564.81417716,265713999.9006,2,1195561.96876632,7350.0,159839085.78805816,800000.0,156000001.008125,11219523.16897332,49.0,982160.69840351,,
2021-05-13,7845,19522,13839571.01952054,174358275.58371544,91540243.43420196,265713999.9006,2,1195561.96876632,7350.0,160148780.8637906,800000.0,156000001.008125,11021056.020703802,49.0,982295.65843656,,
2021-05-14,7849,19654,13885559.91952054,174746485.70185828,92177697.13506804,265713999.9006,2,1195561.96876632,7350.0,160455505.90660384,800000.0,156000001.008125,10818788.04446129,49.0,982295.65640563,,
2021-05-15,7845,19845,13931111.01952054,174871954.04929233,92414586.1160217,265713999.9006,2,1195561.96876632,7350.0,160759935.64973366,800000.0,156000001.008125,10685003.50877182,49.0,982295.6745368,,
2021-05-16,7845,20008,13977239.21952054,175062940.252735,92709805.06819914,265713999.9006,2,1195561.96876632,7350.0,161069224.33779436,800000.0,156000001.008125,10231409.81966476,49.0,982565.6754254,,
2021-05-17,7887,20042,14021675.91952054,176316769.20815262,91834333.43348488,265713999.9006,2,1195561.96876632,7350.0,161366903.19338262,800000.0,156000001.008125,10127321.424333371,50.0,981215.01452157,,
2021-05-18,7894,20196,14067585.21952054,176723412.88194162,91751482.98720215,265713999.9006,2,1195561.96876632,7350.0,161672547.6753853,800000.0,156000001.008125,10065855.7973367,52.0,1021080.00700638,,
2021-05-19,7902,20208,14113275.61952054,177128541.05905345,91041263.64735104,265713999.9006,2,1195561.96876632,7350.0,161977516.950396,800000.0,156000001.008125,9810823.67455628,53.0,1061080.00748313,,
2021-05-20,7916,20277,14158329.21952054,177649567.18735677,91534316.74142008,265713999.9006,2,1195561.96876632,7350.0,162279114.37589484,800000.0,156000001.008125,9698390.02351979,54.0,1080685.00719946,,
2021-05-21,7928,20233,14205551.91952054,178127041.78620753,91478319.8769826,265713999.9006,2,1195561.96876632,7350.0,162595019.3869027,800000.0,156000001.008125,9751857.62611146,54.0,1081080.00432391,,
2021-05-22,7946,20242,14251162.71952054,178673164.89961323,91139971.61296244,265713999.9006,2,1195561.96876632,7350.0,162899314.102032,800000.0,156000001.008125,9696415.380518612,54.0,1081620.00728612,,
2021-05-23,7967,20267,14297609.31952054,179304157.38530725,90855119.8392989,265713999.9006,2,1195561.96876632,7350.0,163209682.0655571,800000.0,156000001.008125,9629880.49421382,54.0,1081080.00645121,,
2021-05-24,7984,19874,14342682.81952054,179906676.61139202,90783195.29852705,265713999.9006,2,1195561.96876632,7350.0,163510601.47243285,800000.0,156000011.008125,9814727.009322852,54.0,1081080.00360599,,
2021-05-25,7998,19555,14389228.91952054,180436529.72330743,90549208.86469488,265713999.9006,2,1195561.96876632,7350.0,163785330.59118766,800000.0,156000011.008125,9728840.615571572,55.0,1101350.02657025,,
2021-05-26,8008,19640,14435078.51952054,180780262.99823952,90722820.689303,265713999.9006,2,1189426.95903582,7350.0,163987428.39948815,800000.0,156000031.008125,9422487.636975309,56.0,1121620.0313998698,,
2021-05-27,8022,19706,14480928.11952054,181303716.3122222,90673223.1805042,265713999.9006,2,1189426.95903582,7350.0,164270257.2774523,800000.0,156000051.008125,9303990.81659615,56.0,1122970.05477271,,
2021-05-28,8029,19816,14523852.41952054,181669617.2542697,90601975.4603676,265713999.9006,2,1189426.95903582,7350.0,164534048.2798863,800000.0,156000061.008125,9157374.933635892,56.0,1124050.03824484,,
2021-05-29,8034,19789,14570896.01952054,182083374.5421434,90615466.1126487,265713999.9006,2,1189426.95903582,7350.0,164844549.02562296,800000.0,156000071.008125,9159004.15269813,59.0,1185144.88973299,,
2021-05-30,8036,19808,14617382.41952054,182430776.1231769,90552760.75280371,265713999.9006,2,1189426.95903582,7350.0,165149785.38821182,800000.0,156000071.008125,8941425.74306279,61.0,1224475.36216731,,
2021-05-31,8036,19825,14661799.21952054,182727496.86147943,90604893.52718876,265713999.9006,2,1189426.95903582,7350.0,165427751.6723734,800000.0,156000071.008125,8997409.67220563,61.0,1224735.39884853,,
2021-06-01,8046,19450,14707449.81952054,183093763.20864084,90675816.40401584,265713999.9006,2,1189426.95903582,7350.0,165704098.2702152,800000.0,156000141.008125,8576146.25744138,62.0,1244189.64360013,,
2021-06-02,8063,19464,14751090.51952054,183556495.664502,90420814.76202388,265713999.9006,2,1189426.95903582,7350.0,165966404.7016415,800000.0,156000201.008125,8365498.163375819,64.0,1286710.68125676,,
2021-06-03,8082,19609,14797377.91952054,183998720.0176001,90285731.97116227,265713999.9006,2,1189426.95903582,7350.0,166242481.20109385,800000.0,156000201.273825,8325536.0994,64.0,1287238.96538326,,
2021-06-04,8086,19504,14826348.42082454,184121771.4494519,90486341.4226624,0.001,2,1189426.95903582,7350.0,166411906.87073028,800000.0,156000201.273825,0.0,64.0,1284862.56390792,,
2021-06-06,8099,19361,14989465.40055254,185444681.2798386,90280521.80967176,0.001,2,1189426.95903582,7350.0,167462745.56301826,800000.0,156000201.273825,0.0,65.0,1310803.55368808,,
2021-06-07,8099,19361,14989465.40055254,185444681.2798386,90280521.80967176,0.001,2,1189426.95903582,7350.0,167462745.56301826,800000.0,156800141.66817698,0.0,65.0,1308641.7792822598,,
2021-06-08,8095,19455,15000542.71800054,185436296.1929776,90276619.94615318,0.001,2,1189426.95903582,7350.0,167532945.47565824,800000.0,157050000.0,0.0,65.0,1309856.77776477,,
2021-06-09,8106,19553,15062472.28089654,186057436.64209223,89807670.11208177,0.001,2,1189426.95903582,7350.0,167925119.98761827,800000.0,157337100.56792435,4976081.210047579,73.0,1473937.40506694,,
2021-06-10,8118,19782,15115074.62317654,186391919.5461681,89583448.96812081,0.001,2,1189426.95903582,7350.0,168263429.56661028,800000.0,158297001.3858631,0.0,78.0,1573243.60418426,,
2021-06-11,8160,19894,15171674.34572054,187445479.9761693,89050814.45272888,0.001,2,1189426.95903582,7350.0,168636569.1022583,800000.0,158870846.62290823,0.0,85.0,1714668.63358334,,
2021-06-12,8183,20219,15264250.49064054,188112521.89651188,89153767.51156068,0.001,2,1189426.95903582,7350.0,169205458.39430624,800000.0,159421582.68809664,0.0,86.0,1729127.89153277,,
2021-06-13,8202,20507,15319000.67903254,188476275.31928825,89300166.61549556,0.001,2,1189426.95903582,7350.0,169531752.9882503,800000.0,159828594.8588708,0.0,87.0,1749394.89047031,,
2021-06-14,8216,20389,15374566.25344854,188745041.90890968,89023765.58496913,0.001,2,1189426.95903582,7350.0,169902192.52725828,800000.0,160242956.93124795,0.0,87.0,1747236.81270522,,
2021-06-15,8237,20626,15431842.14976854,189244430.341332,88691158.04326223,0.001,2,1189426.95903582,7350.0,170282082.05450627,800000.0,160666726.59767693,4458263.93941759,88.0,1765415.30640311,,
2021-06-16,8239,20665,15490370.40622622,189674823.38916123,88655675.98219661,0.001,2,1189426.95903582,7350.0,170668924.4645964,800000.0,161092457.1358568,0.0,89.0,1787896.51830367,,
2021-06-17,8238,20539,15545523.20437502,190022724.0491287,88721038.90118085,0.001,2,1189426.95903582,7350.0,171035611.8236587,800000.0,161502695.9366827,0.0,90.0,1808340.11438914,,
2021-06-18,8241,20626,15477287.4354991,190491355.6046931,88597169.37726925,0.001,2,1189426.95903582,7350.0,171383712.5678519,800000.0,161956083.24457222,0.0,91.0,1830862.0896820603,,
2021-06-19,8236,20627,15533535.46651894,190761220.11371863,88702979.06310228,0.001,2,1189426.95903582,7350.0,171717342.30475402,800000.0,162372175.75238663,0.0,86.0,1730790.93119896,,
2021-06-20,8239,20820,15588942.51515566,191190769.04691,88543139.62536362,0.001,2,1189426.95903582,7350.0,172053096.22621265,800000.0,162870021.65382808,0.0,89.0,1792326.87068507,,
2021-06-21,8245,20953,15645796.83580054,191687482.3243132,88580717.87313887,0.001,2,1189426.95903582,7350.0,172399338.3089189,800000.0,163289242.2744051,0.0,92.0,1850822.1194245,,
2021-06-22,8247,21014,15701614.5967639,192094112.6649218,88479269.89295833,0.001,2,1189426.95903582,7350.0,172734428.42270362,800000.0,163701245.2980756,0.0,93.0,1867090.15916707,,
2021-06-23,8250,21118,15757197.66496918,192525998.2376207,88483431.68171977,0.001,2,1189426.95903582,7350.0,173088636.19749665,800000.0,164112306.45817918,0.0,96.0,1928249.23552462,,
2021-06-24,8259,20796,15810785.84473078,193063434.5492856,88274913.3370462,0.001,2,1189426.95903582,7350.0,173442976.7338245,800000.0,164512735.32679927,0.0,101.0,2029647.22281635,,
2021-06-25,8268,20907,15869869.74657742,193638604.8460708,88233835.7668147,0.001,2,1189426.95903582,7350.0,173784837.68588296,800000.0,164951106.80320942,0.0,108.0,2171379.68112683,,
2021-06-26,8267,21096,15926900.08679086,194000136.88341823,88347233.25197864,0.001,2,1189426.95903582,7350.0,174126167.59180236,800000.0,165361933.4113749,0.0,107.0,2153105.5617488,,
2021-06-27,8271,21239,15979334.3604919,194429802.6287833,89177254.77681316,0.001,2,1189426.95903582,7350.0,174472011.38990426,800000.0,165754561.27693936,0.0,110.0,2214677.61313669,,
2021-06-28,8290,21390,16033935.4652029,195158362.0888163,89370877.35584716,0.001,2,1189426.95903582,7350.0,174832335.24962476,800000.0,166159383.01155436,0.0,113.0,2275547.3024226,,
2021-06-29,8299,21196,16088058.42918442,195692473.62819943,87938538.40359408,0.001,2,1189426.95903582,7350.0,175188373.3200661,800000.0,166558512.84602335,0.0,113.0,2276047.11648462,,
2021-06-30,8302,21332,16144566.34253826,196154388.92899883,88051048.43009937,0.001,2,1189426.95903582,7350.0,175560992.5547707,800000.0,166974204.84673136,0.0,114.0,2296279.0697506303,,
2021-07-01,8303,21436,16203478.4387271,196540475.1084917,87871850.1195429,0.001,2,1189426.95903582,7350.0,175905671.8748899,800000.0,167410397.20588735,0.0,113.0,2276959.77888989,,
2021-07-02,8310,21523,16257255.20038038,197036188.11556205,87792942.43548052,0.001,2,1189426.95903582,7350.0,176219669.51310456,800000.0,167807486.86661837,0.0,116.0,2338316.34884484,,
2021-07-03,8312,21582,16311993.63516766,197441119.96561447,87815627.97345711,0.001,2,1189426.95903582,7350.0,176547245.42756632,800000.0,168211075.66963136,0.0,117.0,2360398.6177375102,,
2021-07-04,8316,21721,16367982.24502914,197893219.10222152,87699390.16517459,0.001,2,1189426.95903582,7350.0,176885527.29060757,800000.0,,0.0,119.0,2403835.01637104,,
2021-07-06,8320,21777,16478555.42198646,198705085.5453538,87724445.57258056,0.001,2,1189426.95905582,7350.0,177549818.4174282,800000.00001,,0.0,120.0,2422976.384654569,,
2021-07-07,8321,21690,16533832.39372878,199094970.69206223,87779314.56866814,0.001,2,1189426.95905582,7350.0,177879613.85781497,800000.00001,169847088.48227736,0.0,120.0,2425979.1667113,,
2021-07-10,8310,21975,16698010.01666568,200458187.8512576,87696217.46388496,0.001,2,1189426.95905582,7350.0,178857200.66739696,800000.00001,171064944.2819704,0.0,111.0,2246373.1310941493,,
2021-07-11,8311,22099,16767748.04315037,200941008.2275521,87441188.40877904,0.001,2,1189426.95905582,7350.0,179276797.67761022,800000.00001,171569486.46457642,0.0,112.0,2266335.81920514,,
2021-07-13,8311,22273,16860410.5307415,201550136.3164512,87357884.33082485,0.001,2,1189426.95905582,7350.0,179833007.66789296,800000.00001,172266001.7579384,0.0,111.0,2246560.115799189,,
2021-07-14,8311,22437,16915603.25145816,201916826.7874328,87234344.12577678,0.001,2,1189426.95905582,7350.0,180165809.2133253,800000.00001,,0.0,112.0,2266809.37897304,,
2021-07-15,8311,22308,16970228.53501872,202282631.9893581,87225303.30400746,0.001,2,1189426.95905582,7350.0,180491035.414938,800000.00001,173080817.85241044,0.0,112.0,2270792.89331479,,
2021-07-16,8310,22453,17023113.67796724,202613908.6378476,87217048.57333437,0.001,2,1189426.95905582,7350.0,180808686.272731,800000.00001,173472982.1755498,0.0,110.0,2230267.7742815698,,
2021-07-17,8312,22442,17078438.80068699,203024974.18456945,87565083.00363867,0.001,2,1189426.95905582,7350.0,181138919.9050041,800000.00001,173876579.9619681,0.0,110.0,2233348.64180422,,
2021-07-18,8313,22452,17131494.17478234,203397550.9047362,87606352.82742491,0.001,2,1189426.95905582,7350.0,181458368.30200863,800000.00001,174267745.69677874,0.0,110.0,2233606.6074505,,
2021-07-19,8313,22469,17186989.52864892,203761400.3118916,87307807.89366287,0.001,2,1189426.95905582,7350.0,181794636.53020585,800000.00001,174684344.72813535,0.0,110.0,2235534.0930306194,,
2021-07-20,8326,22497,17241825.40554076,204372925.48768744,87242121.83220953,0.001,2,1189426.95905582,7350.0,182122481.23286623,800000.00001,175083418.22192666,0.0,111.0,2251058.25496764,,
2021-07-21,8334,22474,17294986.97285642,204768791.21302265,86953299.29525742,0.001,2,1189426.95905582,7350.0,182439916.1137525,800000.00001,175480689.31801513,0.0,111.0,2252809.5307488395,,
2021-07-22,8336,22580,17337006.56017835,205084237.328842,86937724.2730523,0.001,2,1189426.95905582,7350.0,182691060.8942151,800000.00001,175876633.08981675,0.0,111.0,2252272.2783473497,,
2021-07-23,8341,22746,17379825.98913589,205478163.7607488,86644870.06757349,0.001,2,1189426.95905582,7350.0,182949024.0850069,800000.00001,176261658.42351273,0.0,115.0,2341338.18200975,,
2021-07-24,8343,22750,17424096.29361849,205809205.120826,86548659.01399688,0.001,2,1189426.95905582,7350.0,183210143.9472476,800000.00001,176658564.5586486,0.0,117.0,2378683.33041024,,
2021-07-25,8343,22789,17509158.5215172,206378050.6526196,86626339.6998721,0.001,2,1189426.95905582,7350.0,183720262.0533656,800000.00001,,0.0,117.0,2383817.52446933,,
2021-07-26,8342,22899,17562654.90626172,206708806.1568221,86793701.92714524,0.001,2,1189426.95905582,7350.0,184037696.93425184,800000.00001,177458023.5284494,0.0,117.0,2382163.19971424,,
2021-07-27,8342,22889,17616262.89681586,207051614.3382969,86776077.88615729,0.001,2,1189426.95905582,7350.0,184358541.0203028,800000.00001,,0.0,118.0,2395997.76508458,,
2021-07-28,8349,22859,17670131.30092578,207546875.3377092,86989852.77406451,0.001,2,1189426.95905582,7350.0,184679385.10635376,800000.00001,,0.0,122.0,2477376.11850138,,
2021-07-29,8358,23064,17723144.06049528,208072174.381051,87281150.31668545,0.001,2,1189426.95905582,7350.0,184991769.3129221,800000.00001,178639133.33956185,0.0,131.0,2652410.89784789,,
2021-07-30,8360,22764,17776975.26266866,208471269.5112104,87193141.72860798,0.001,2,1189426.95905582,7350.0,185313371.0001207,800000.00001,179015967.325155,0.0,133.0,2695433.52864979,,
2021-07-31,8362,22757,17703485.44624784,208859891.2266184,87094117.2280035,0.001,2,1189426.95905582,7350.0,185622093.46780843,800000.00001,179413748.34314874,0.0,133.0,2697072.87570436,,
2021-08-01,8436,22730,17757785.31173175,210700065.6435997,85653886.03286135,0.001,2,1189426.95905582,7350.0,185941908.4057434,800000.00001,179809200.29557335,0.0,135.0,2740381.11154585,,
2021-08-02,8485,22761,17807961.81538721,212008406.4436092,84632836.19456908,0.001,2,1189426.95905582,7350.0,186247995.72199765,800000.00001,180199595.72695225,0.0,136.0,2759797.06288267,,
2021-08-03,8487,22758,17860571.23008393,212397800.0362934,84633846.95820796,0.001,2,1189426.95905582,7350.0,186575813.37510568,800000.00001,180582379.89953053,0.0,136.0,2761498.75713623,,
2021-08-04,8485,22866,17916144.04018429,212719195.71406868,84834102.89123374,0.001,2,1189426.95905582,7350.0,186885501.71861,800000.00001,181001928.7577116,0.0,134.0,2718334.53995806,,
2021-08-05,8482,22950,17968826.62513789,213000737.70323512,84939577.96403137,0.001,2,1189426.95905582,7350.0,187186001.23395896,800000.00001,181381998.9092897,0.0,132.0,2675472.64591728,,
2021-08-06,8483,23043,18025862.84037585,213393474.98622796,85217951.17545867,0.001,2,1189426.95905582,7350.0,187517668.2610239,800000.00001,181811287.0420425,6672689.876556951,127.0,2575557.8551869798,11.0,0.0
